GID,High,Low,nlow,nhigh,ID,N,D,OR,abs[log2(OR)],OR-type,OR-type2,AverageShortestPathLength,BetweennessCentrality,Centrality Tier,ClusteringCoefficient,Indegree,NeighborhoodConnectivity,Outdegree
K01578,1.570102,5.812251,16,4,K01578,25.121632,23.249004,1.08054659,0.111761279,high-metabotype-depleted,high-metabotype-depleted,3.56427689,0.00022287,intermediate,0.86805556,61,92.90625,62
K09459,31.44383,105.717831,16,4,K09459,503.10128,422.871324,1.189726641,0.250630129,high-metabotype-depleted,high-metabotype-depleted,4.42830655,0.00022568,intermediate,0.5,4,10.5,4
K01858,44.30151,200.40018,16,4,K01858,708.82416,801.60072,0.884260882,0.177456026,high-metabotype-depleted,high-metabotype-depleted,4.83189122,0.00022644,intermediate,0.56666667,6,34.83333333,5
K01750,70.0953,280.90984,16,4,K01750,1121.5248,1123.63936,0.998118115,0.002717544,high-metabotype-depleted,high-metabotype-depleted,4.54017305,0.00022844,intermediate,0.41666667,12,17.46153846,12
K00995,474.345,1657.1023,16,4,K00995,7589.52,6628.4092,1.144998713,0.195345976,high-metabotype-depleted,high-metabotype-depleted,6.46786156,0.00022884,intermediate,0.64285714,6,10.28571429,7
K00640,486.089,1700.3414,16,4,K00640,7777.424,6801.3656,1.14350918,0.193467948,high-metabotype-depleted,high-metabotype-depleted,3.81149567,0.00023171,intermediate,0.62745098,16,42.5,18
K03815,18.09737,65.57869,16,4,K03815,289.55792,262.31476,1.103856756,0.14255297,high-metabotype-depleted,high-metabotype-depleted,5.06242274,0.00023428,intermediate,0.73157895,20,34.65,20
K02492,77.6142,265.7566,16,4,K02492,1241.8272,1063.0264,1.168199774,0.224287011,high-metabotype-depleted,high-metabotype-depleted,4.66378245,0.00023529,intermediate,0.33333333,3,28.66666667,2
K01613,205.1033,780.1793,16,4,K01613,3281.6528,3120.7172,1.051570069,0.072544983,high-metabotype-depleted,high-metabotype-depleted,5.49690977,0.00023794,intermediate,0.56666667,4,15.83333333,4
K00151,5.78529,18.978416,16,4,K00151,92.56464,75.913664,1.219340961,0.286101599,high-metabotype-depleted,high-metabotype-depleted,5.3868974,0.00024344,intermediate,0.66666667,3,3.666666667,3
K00945,927.424,3235.039,16,4,K00945,14838.784,12940.156,1.146723733,0.197517862,high-metabotype-depleted,high-metabotype-depleted,4.37824475,0.00024417,intermediate,0.53333333,16,39.76190476,20
K00762,572.241,1939.1854,16,4,K00762,9155.856,7756.7416,1.180373986,0.239244031,high-metabotype-depleted,high-metabotype-depleted,4.46168109,0.00024478,intermediate,0.58888889,10,17,9
K11755,325.6448,1089.9249,16,4,K11755,5210.3168,4359.6996,1.195109131,0.257142363,high-metabotype-depleted,high-metabotype-depleted,5.16069221,0.00024876,intermediate,0.66666667,6,8.666666667,6
K03735,18.85579,84.69559,16,4,K03735,301.69264,338.78236,0.89052051,0.167279256,high-metabotype-depleted,high-metabotype-depleted,3.6421508,0.00025504,intermediate,0.90526316,20,50.95,19
K03736,17.96951,83.62856,16,4,K03736,287.51216,334.51424,0.859491542,0.218444652,high-metabotype-depleted,high-metabotype-depleted,3.6421508,0.00025504,intermediate,0.90526316,20,50.95,19
K10527,0.495822,1.487466,16,4,K10527,7.933152,5.949864,1.333333333,0.415037499,high-metabotype-depleted,high-metabotype-depleted,4.24969098,0.00025543,intermediate,0.54356061,33,36.48484848,32
K00931,311.9359,1122.8338,16,4,K00931,4990.9744,4491.3352,1.111245137,0.152177106,high-metabotype-depleted,high-metabotype-depleted,3.74969098,0.00026041,intermediate,0.83198381,38,71.51282051,35
K01966,332.7705,1243.9205,16,4,K01966,5324.328,4975.682,1.070069992,0.097705165,high-metabotype-depleted,high-metabotype-depleted,3.86650185,0.00026172,intermediate,0.67538462,21,78.07692308,23
K02626,8.65712,34.86247,16,4,K02626,138.51392,139.44988,0.993288198,0.009715725,high-metabotype-depleted,high-metabotype-depleted,4.73671199,0.00026237,intermediate,0.6025641,10,16.23076923,13
K01585,83.4075,301.6785,16,4,K01585,1334.52,1206.714,1.10591242,0.145237139,high-metabotype-depleted,high-metabotype-depleted,4.73671199,0.00026237,intermediate,0.6025641,10,16.23076923,13
K01584,6.522562,33.760784,16,4,K01584,104.360992,135.043136,0.772797456,0.371837749,high-metabotype-depleted,high-metabotype-depleted,4.73671199,0.00026237,intermediate,0.6025641,10,16.23076923,13
K00610,399.075,1327.9495,16,4,K00610,6385.2,5311.798,1.202078844,0.265531525,high-metabotype-depleted,high-metabotype-depleted,4.38566131,0.00026719,intermediate,0.58172043,30,58.4516129,11
K00609,401.5298,1303.3485,16,4,K00609,6424.4768,5213.394,1.232302182,0.301356073,high-metabotype-depleted,high-metabotype-depleted,4.38566131,0.00026719,intermediate,0.58172043,30,58.4516129,11
K02500,379.9098,1455.6572,16,4,K02500,6078.5568,5822.6288,1.04395403,0.062058185,high-metabotype-depleted,high-metabotype-depleted,4.43139679,0.00027576,intermediate,0.51111111,5,20.9,10
K02501,390.3471,1456.5715,16,4,K02501,6245.5536,5826.286,1.071961383,0.100252935,high-metabotype-depleted,high-metabotype-depleted,4.43139679,0.00027576,intermediate,0.51111111,5,20.9,10
K00226,523.895,1843.397,16,4,K00226,8382.32,7373.588,1.136803412,0.18498279,high-metabotype-depleted,high-metabotype-depleted,4.58343634,0.00028187,intermediate,0.33333333,4,20.5,4
K07031,56.19083,193.64775,16,4,K07031,899.05328,774.591,1.160681289,0.214971877,high-metabotype-depleted,high-metabotype-depleted,7.52533993,0.00028355,intermediate,0,1,4,1
K00030,64.1973,181.963902,16,4,K00030,1027.1568,727.855608,1.411209571,0.49693225,high-metabotype-depleted,high-metabotype-depleted,3.65698393,0.00028381,intermediate,0.67956989,26,86.93548387,29
K01745,88.7188,412.55343,16,4,K01745,1419.5008,1650.21372,0.860192097,0.217269219,high-metabotype-depleted,high-metabotype-depleted,4.75463535,0.00028449,intermediate,0.46428571,6,13.125,7
K01183,25.71751,116.77043,16,4,K01183,411.48016,467.08172,0.880959674,0.182852113,high-metabotype-depleted,high-metabotype-depleted,5.87168415,0.00028461,intermediate,0.5,2,9.333333333,9
K01689,456.998,1575.8002,16,4,K01689,7311.968,6303.2008,1.160040467,0.214175133,high-metabotype-depleted,high-metabotype-depleted,3.81891224,0.000285,intermediate,0.83333333,12,46.25,12
K00818,180.3829,606.7867,16,4,K00818,2886.1264,2427.1468,1.18910253,0.249873116,high-metabotype-depleted,high-metabotype-depleted,4.71013597,0.00028502,intermediate,0.66666667,4,16.75,4
K00854,273.7148,1024.1944,16,4,K00854,4379.4368,4096.7776,1.068995495,0.096255774,high-metabotype-depleted,high-metabotype-depleted,4.43325093,0.00028611,intermediate,0.5,9,22.22222222,9
K00547,56.1662,166.94295,16,4,K00547,898.6592,667.7718,1.345757937,0.428418934,high-metabotype-depleted,high-metabotype-depleted,3.99381953,0.00029142,intermediate,0.51904762,13,33.66666667,14
K01679,60.3845,232.56579,16,4,K01679,966.152,930.26316,1.038579234,0.054611284,high-metabotype-depleted,high-metabotype-depleted,3.90852905,0.00029149,intermediate,0.61079545,33,42.90909091,32
K01676,76.4946,336.55744,16,4,K01676,1223.9136,1346.22976,0.909141691,0.137422937,high-metabotype-depleted,high-metabotype-depleted,3.90852905,0.00029149,intermediate,0.61079545,33,42.90909091,32
K01678,292.9571,1021.822,16,4,K01678,4687.3136,4087.288,1.146802868,0.197617417,high-metabotype-depleted,high-metabotype-depleted,3.90852905,0.00029149,intermediate,0.61079545,33,42.90909091,32
K01677,248.0452,800.001,16,4,K01677,3968.7232,3200.004,1.24022445,0.310601236,high-metabotype-depleted,high-metabotype-depleted,3.90852905,0.00029149,intermediate,0.61079545,33,42.90909091,32
K03379,0.639256,3.455894,16,4,K03379,10.228096,13.823576,0.739902323,0.434593266,high-metabotype-depleted,high-metabotype-depleted,4.89184178,0.00029342,intermediate,0,2,9.5,2
K09021,5.59383,27.8604,16,4,K09021,89.50128,111.4416,0.803122712,0.316307656,high-metabotype-depleted,high-metabotype-depleted,5.10444994,0.00029533,intermediate,0.5,2,6,2
K03462,2.182982,10.233188,16,4,K03462,34.927712,40.932752,0.853294985,0.228883526,high-metabotype-depleted,high-metabotype-depleted,4.86464771,0.00029648,intermediate,0.56666667,10,40.13333333,12
K01897,365.6701,1579.5953,16,4,K01897,5850.7216,6318.3812,0.92598427,0.110940409,high-metabotype-depleted,high-metabotype-depleted,4.32818294,0.00029986,intermediate,0.43939394,12,31.58333333,12
K00955,18.26809,56.40133,16,4,K00955,292.28944,225.60532,1.295578668,0.373596619,high-metabotype-depleted,high-metabotype-depleted,4.60506799,0.00030498,intermediate,0.79166667,9,17.22222222,9
K01706,18.55744,61.566267,16,4,K01706,296.91904,246.265068,1.205688823,0.269857609,high-metabotype-depleted,high-metabotype-depleted,3.91470952,0.0003118,intermediate,0.43333333,6,53.83333333,6
K00549,180.2904,651.828,16,4,K00549,2884.6464,2607.312,1.106367938,0.145831253,high-metabotype-depleted,high-metabotype-depleted,3.99320148,0.00032118,intermediate,0.5,13,36.8125,15
K01917,9.927198,32.016639,16,4,K01917,158.835168,128.066556,1.240254856,0.310636606,high-metabotype-depleted,high-metabotype-depleted,4.407911,0.00033709,intermediate,0.46428571,5,17.875,7
K01460,2.302162,12.002082,16,4,K01460,36.834592,48.008328,0.767254215,0.382223429,high-metabotype-depleted,high-metabotype-depleted,4.407911,0.00033709,intermediate,0.46428571,5,17.875,7
K01814,359.7059,1308.7636,16,4,K01814,5755.2944,5235.0544,1.099376236,0.136685199,high-metabotype-depleted,high-metabotype-depleted,5.1013597,0.00034177,intermediate,0.4,6,9.166666667,6
K00763,325.4867,1093.9641,16,4,K00763,5207.7872,4375.8564,1.190118396,0.251105104,high-metabotype-depleted,high-metabotype-depleted,4.86155748,0.00035282,intermediate,0.56043956,9,40.42857143,12
K00928,490.347,1669.0789,16,4,K00928,7845.552,6676.3156,1.175131984,0.232822802,high-metabotype-depleted,high-metabotype-depleted,3.90543881,0.00035483,intermediate,0.67724868,20,59.35714286,28
K00883,6.91136,27.44502,16,4,K00883,110.58176,109.78008,1.0073026,0.010497143,high-metabotype-depleted,high-metabotype-depleted,4.60754017,0.00035865,intermediate,0.33333333,3,13,2
K02560,4.21818,17.028898,16,4,K02560,67.49088,68.115592,0.990828649,0.013292511,high-metabotype-depleted,high-metabotype-depleted,4.30716934,0.00035966,intermediate,0.6,8,32.27272727,6
K01673,173.3862,661.7797,16,4,K01673,2774.1792,2647.1188,1.047999508,0.06763804,high-metabotype-depleted,high-metabotype-depleted,4.53646477,0.00036085,intermediate,0.74493361,47,82.31481481,7
K00951,535.731,1835.6751,16,4,K00951,8571.696,7342.7004,1.167376515,0.223269949,high-metabotype-depleted,high-metabotype-depleted,6.09332509,0.00036186,intermediate,0.89758179,36,48.71052632,2
K07816,247.2619,753.5208,16,4,K07816,3956.1904,3014.0832,1.312568412,0.392392619,high-metabotype-depleted,high-metabotype-depleted,6.09332509,0.00036186,intermediate,0.89758179,36,48.71052632,2
K00757,273.8678,959.8658,16,4,K00757,4381.8848,3839.4632,1.141275374,0.190646936,high-metabotype-depleted,high-metabotype-depleted,4.9789864,0.00036817,intermediate,0.52368421,19,31.55,14
K00248,166.209,572.1788,16,4,K00248,2659.344,2288.7152,1.161937492,0.216532459,high-metabotype-depleted,high-metabotype-depleted,4.25896168,0.00036872,intermediate,0.51264368,30,41,27
K03335,49.013,142.79784,16,4,K03335,784.208,571.19136,1.372933932,0.457262202,high-metabotype-depleted,high-metabotype-depleted,6.03770087,0.0003737,intermediate,0.33333333,3,3.333333333,3
K14084,5.44818,16.51101,16,4,K14084,87.17088,66.04404,1.319890182,0.400417899,high-metabotype-depleted,high-metabotype-depleted,5.05191595,0.0003783,intermediate,0.91052632,20,25.2,20
K03526,325.3501,1223.4033,16,4,K03526,5205.6016,4893.6132,1.063754201,0.08916483,high-metabotype-depleted,high-metabotype-depleted,5.83868974,0.00037858,intermediate,0.33333333,3,5.666666667,3
K00756,100.7626,359.2146,16,4,K00756,1612.2016,1436.8584,1.122032345,0.166114265,high-metabotype-depleted,high-metabotype-depleted,4.97836836,0.00037942,intermediate,0.52380952,20,31.47619048,15
K00016,287.1949,986.6846,16,4,K00016,4595.1184,3946.7384,1.164282487,0.219441138,high-metabotype-depleted,high-metabotype-depleted,3.33868974,0.00037947,intermediate,0.71551334,62,93.20895522,58
K01923,437.8286,1565.5491,16,4,K01923,7005.2576,6262.1964,1.118658239,0.161769347,high-metabotype-depleted,high-metabotype-depleted,4.8868974,0.0003876,intermediate,0.33333333,3,16.66666667,3
K01728,74.4037,388.36957,16,4,K01728,1190.4592,1553.47828,0.766318535,0.383983894,high-metabotype-depleted,high-metabotype-depleted,8.02163164,0.00038909,intermediate,0.33333333,2,3.333333333,1
K01776,381.538,1347.2199,16,4,K01776,6104.608,5388.8796,1.132815808,0.179913303,high-metabotype-depleted,high-metabotype-depleted,3.74536465,0.00039681,intermediate,0.82928475,37,71.53846154,35
K00286,356.1898,1299.377,16,4,K00286,5699.0368,5197.508,1.096494089,0.132898035,high-metabotype-depleted,high-metabotype-depleted,4.64956737,0.00040025,intermediate,0.51388889,8,17.33333333,8
K00210,59.44521,296.85289,16,4,K00210,951.12336,1187.41156,0.801005643,0.320115689,high-metabotype-depleted,high-metabotype-depleted,3.88257108,0.0004052,intermediate,0.68115942,22,58.04166667,24
K04517,264.2969,783.2128,16,4,K04517,4228.7504,3132.8512,1.34980889,0.43275516,high-metabotype-depleted,high-metabotype-depleted,3.88257108,0.0004052,intermediate,0.68115942,22,58.04166667,24
K01589,41.9967,159.74162,16,4,K01589,671.9472,638.96648,1.051615728,0.072607624,high-metabotype-depleted,high-metabotype-depleted,4.78862794,0.00041197,intermediate,0.73333333,6,11.83333333,6
K02790,36.53742,135.74123,16,4,K02790,584.59872,542.96492,1.076678619,0.106587679,high-metabotype-depleted,high-metabotype-depleted,4.37948084,0.00041846,intermediate,0.4816092,21,37.73333333,14
K02791,36.53742,135.74123,16,4,K02791,584.59872,542.96492,1.076678619,0.106587679,high-metabotype-depleted,high-metabotype-depleted,4.37948084,0.00041846,intermediate,0.4816092,21,37.73333333,14
K01632,19.79305,58.164983,16,4,K01632,316.6888,232.659932,1.361166047,0.44484307,high-metabotype-depleted,high-metabotype-depleted,4.08467244,0.00041909,intermediate,0.74269006,18,39.89473684,16
K00052,327.6141,1115.1283,16,4,K00052,5241.8256,4460.5132,1.175161997,0.232859647,high-metabotype-depleted,high-metabotype-depleted,3.8974042,0.00042582,intermediate,0.38224638,16,61.75,19
K01620,314.9454,1075.0864,16,4,K01620,5039.1264,4300.3456,1.171795681,0.228721037,high-metabotype-depleted,high-metabotype-depleted,3.71878863,0.00042586,intermediate,0.56723485,24,50.63636364,32
K02778,44.02526,141.95571,16,4,K02778,704.40416,567.82284,1.240535094,0.310962548,high-metabotype-depleted,high-metabotype-depleted,4.36093943,0.00043344,intermediate,0.54985755,27,39.48148148,19
K02779,44.02526,141.95571,16,4,K02779,704.40416,567.82284,1.240535094,0.310962548,high-metabotype-depleted,high-metabotype-depleted,4.36093943,0.00043344,intermediate,0.54985755,27,39.48148148,19
K05884,30.15808,88.543591,16,4,K05884,482.52928,354.174364,1.362406004,0.446156698,high-metabotype-depleted,high-metabotype-depleted,4.18108776,0.00044206,intermediate,0.77777778,9,98.66666667,9
K03394,169.4551,590.6915,16,4,K03394,2711.2816,2362.766,1.147503223,0.198498206,high-metabotype-depleted,high-metabotype-depleted,7.55253399,0.0004463,intermediate,0.78571429,8,8,8
K02304,87.8467,287.4269,16,4,K02304,1405.5472,1149.7076,1.222525797,0.289864908,high-metabotype-depleted,high-metabotype-depleted,7.55253399,0.0004463,intermediate,0.78571429,8,8,8
K01091,913.966,3094.611,16,4,K01091,14623.456,12378.444,1.181364637,0.240454332,high-metabotype-depleted,high-metabotype-depleted,3.94808405,0.0004467,intermediate,0.63736264,14,30.28571429,14
K06132,5.270608,20.84155,16,4,K06132,84.329728,83.3662,1.011557778,0.016578725,high-metabotype-depleted,high-metabotype-depleted,5.76946848,0.0004471,intermediate,0.52777778,7,12.11111111,8
K06131,376.7642,1295.8862,16,4,K06131,6028.2272,5183.5448,1.162954587,0.217794761,high-metabotype-depleted,high-metabotype-depleted,5.76946848,0.0004471,intermediate,0.52777778,7,12.11111111,8
K13498,6.80569,27.082486,16,4,K13498,108.89104,108.329944,1.00517951,0.007453168,high-metabotype-depleted,high-metabotype-depleted,4.45488257,0.00044764,intermediate,0.5,8,18.25,8
K00432,61.24771,277.72359,16,4,K00432,979.96336,1110.89436,0.882139108,0.180921917,high-metabotype-depleted,high-metabotype-depleted,4.97589617,0.00044944,intermediate,0.53333333,6,20.16666667,1
K00318,9.05872,46.276198,16,4,K00318,144.93952,185.104792,0.783013332,0.352891223,high-metabotype-depleted,high-metabotype-depleted,3.97651422,0.00045066,intermediate,0.5,7,72.6,14
K01768,105.0697,511.1605,16,4,K01768,1681.1152,2044.642,0.822205159,0.282429671,high-metabotype-depleted,high-metabotype-depleted,5.67799753,0.00045429,intermediate,0.84390244,38,48.75609756,3
K05362,1.4808,5.95091,16,4,K05362,23.6928,23.80364,0.995343569,0.006733499,high-metabotype-depleted,high-metabotype-depleted,6.38133498,0.00046408,intermediate,0.33333333,2,5.333333333,3
K00925,381.1858,1405.5918,16,4,K00925,6098.9728,5622.3672,1.084769561,0.117388602,high-metabotype-depleted,high-metabotype-depleted,3.70519159,0.00046817,intermediate,0.45021645,22,54.27272727,17
K01902,62.0874,205.15722,16,4,K01902,993.3984,820.62888,1.210533073,0.275642496,high-metabotype-depleted,high-metabotype-depleted,4.09332509,0.00047,intermediate,0.56149733,34,49.08823529,29
K01903,62.6439,201.96602,16,4,K01903,1002.3024,807.86408,1.240681972,0.311133352,high-metabotype-depleted,high-metabotype-depleted,4.09332509,0.00047,intermediate,0.56149733,34,49.08823529,29
K12657,8.59223,24.362675,16,4,K12657,137.47568,97.4507,1.410720292,0.496431969,high-metabotype-depleted,high-metabotype-depleted,3.74907293,0.00047036,intermediate,0.79551282,39,69.95,36
K03778,245.429,832.9167,16,4,K03778,3926.864,3331.6668,1.178648477,0.23713351,high-metabotype-depleted,high-metabotype-depleted,3.34425216,0.00047181,intermediate,0.89786967,56,91.26315789,54
K03777,9.22723,27.437586,16,4,K03777,147.63568,109.750344,1.345195601,0.427815967,high-metabotype-depleted,high-metabotype-depleted,3.34425216,0.00047181,intermediate,0.89786967,56,91.26315789,54
K00657,130.5393,668.5554,16,4,K00657,2088.6288,2674.2216,0.781023084,0.356562906,high-metabotype-depleted,high-metabotype-depleted,4.37886279,0.00048159,intermediate,0.53571429,6,16.75,8
K00108,3.82028,19.173959,16,4,K00108,61.12448,76.695836,0.796972602,0.327397966,high-metabotype-depleted,high-metabotype-depleted,4.22311496,0.00048287,intermediate,0.46666667,6,19.5,4
K11440,1.781012,5.343038,16,4,K11440,28.496192,21.372152,1.333332834,0.415036959,high-metabotype-depleted,high-metabotype-depleted,4.22311496,0.00048287,intermediate,0.46666667,6,19.5,4
K01783,522.969,1885.4462,16,4,K01783,8367.504,7541.7848,1.109485914,0.149891351,high-metabotype-depleted,high-metabotype-depleted,4.21755253,0.0004873,intermediate,0.52046784,17,22.15789474,19
K00568,11.32929,44.05941,16,4,K00568,181.26864,176.23764,1.028546683,0.040607275,high-metabotype-depleted,high-metabotype-depleted,7.68603214,0.00049168,intermediate,0.3,5,3.8,5
K00449,1.49784,4.2847,16,4,K00449,23.96544,17.1388,1.398314935,0.483689327,high-metabotype-depleted,high-metabotype-depleted,5.42459827,0.00049431,intermediate,0.73333333,6,7.166666667,6
