CSM5LLGB,CSM6J2H9,CSM79HGR,ESM5GEYX,ESM5GEYY,ESM5GEZ1,ESM5MEAB,ESM5MEB9,ESM5MEC7,ESM5MEDP,ESM5MEE2,ESM5MEEJ,ESM718U9,ESM7F5AE,HSM5MD6G,HSM5MD6S,HSM67VDR,HSM67VDT,HSM67VDX,HSM6XRQC,HSM6XRTE,HSM7CZ2X,HSM7J4JV,HSMA33J1,HSMA33NG,HSMA33P2,MSM5LLFG,MSM5LLFM,MSM5LLH2,MSM5LLHE,MSM5LLHV,MSM5LLI6,MSM5LLIK,MSM6J2JF,MSM6J2JH,MSM6J2M3,MSM6J2PQ,MSM79H52,MSM79H8J,MSM79H94,MSM79H9U,MSM79HCN,MSM79HF1,MSM9VZFJ,PSM6XBQM,PSM6XBRM,PSM6XBSE,PSM6XBSG,PSM6XBTZ,PSM6XBVY,PSM7J13U,PSM7J19X,PSM7J1B3,PSM7J1BN,PSM7J1C2,PSMA2651
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,6.31E-05,0,0,0,0,0,0,4.28E-05,0,0,0,0,0,0
0.00286486,0.00255015,0.000964844,0.000901859,0.000800431,0.000855951,0.000894272,0.000744131,0.000929651,0.000903809,0.000711014,0.000731381,0.000694281,0.000836878,0,0.0011294,0.000840332,0.000931724,0.000864565,0.000711173,0.000914252,0.000921753,0.000978947,0.000915723,0.000777943,0.000932101,0.00231378,0.00415756,0.00411093,0.00357909,0.0054955,0.00268613,0.00348863,0.000819098,0.00102355,0.000941353,0.00121363,0.00109589,0.00103882,0.00064251,0.00109038,0.00143829,0.00118831,0.000910247,0.000652047,0.00119619,0.000871145,0.00115951,0.000869275,0.000658713,0.000725187,0.000838463,0.000918348,0.000584119,0.000931705,0.00121578
0,0,0,0,0,1.28E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52E-05,0,0,0,2.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26E-05,1.32E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00284261,0.00636051,0.000817242,0.000755928,0.000483173,0.00087857,0.000870613,0.000933313,0.000712275,0.000972687,0.00119182,0.000828561,0.000203803,0.00077134,0,0.000890014,0.000662091,0.000825381,0.000887327,0.000530173,0.00103739,0.000988721,0.00109779,0.000895412,0.000683822,0.000830984,0.00344672,0.00539632,0.00474678,0.00520634,0.00643342,0.00270448,0.00508065,0.000773759,0.00084516,0.000873022,0.00118626,0.000807966,0.000738392,0.000857184,0.00080271,0.00121643,0.000712528,0.000921575,0.000720157,0.00114051,0.000602464,0.000564777,0.00074578,0.000790639,0.000610399,0.00083973,0.000644256,0.000853705,0.00120126,0.000936425
0,0,0.000170416,2.56E-05,2.48E-05,0.000124509,6.66E-05,8.46E-05,0.000108218,0,0.000153119,0.000121074,0.000208814,3.78E-05,0,5.43E-05,4.63E-05,9.16E-05,5.49E-05,0.000121685,0.000111358,0.000235788,9.25E-05,5.37E-05,0.000113522,7.63E-05,0,0,0.000114662,0.000259427,0.000409803,0.000252739,0,2.94E-05,6.55E-05,4.10E-05,3.92E-05,9.75E-05,0.000110914,0.000145912,9.49E-05,5.71E-05,6.23E-05,6.13E-05,0.000237518,0,0.000193479,0,5.52E-05,4.29E-05,8.17E-05,4.73E-05,7.45E-05,0.00020344,0.000267044,4.16E-05
0,0,1.57E-05,0,2.50E-05,0,0,0,0,0,0,1.92E-05,0,0,0,0,0,0,0,0,0,0,0,2.42E-05,0,1.76E-05,0,0,4.94E-05,0,0,0,0,0,1.51E-05,9.20E-06,1.71E-05,0,1.01E-05,0,0,0,0,0,0,0,0,0,2.48E-05,0,0,0,0,0,0,0
0.0035789,0.00311392,0.000879913,0.000630005,0.000638795,0.000870436,0.000944968,0.000896149,0.000924628,0.000774579,0.000789376,0.00101213,0.000484119,0.000615127,0,0.000888417,0.000923695,0.000899012,0.000900176,0.000593782,0.000904054,0.000511639,0.000587314,0.000947336,0.000897962,0.000730972,0.00204964,0.00158779,0.00135237,0.00263064,0.00522729,0.0019754,0.00267276,0.000862729,0.000691582,0.000993395,0.00115458,0.0009147,0.000854087,0.00113074,0.000787726,0.00109751,0.000891478,0.000954822,0.000774134,0.000927947,0.000726507,0.000903896,0.000779349,0.000929452,0.0011082,0.000620333,0.000788601,0.000524094,0.00093826,0.000986869
0,0,0,6.10E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06E-05,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.36E-05,0,0,3.13E-05,0,5.22E-05,0,0,0,0,0,0,0,0,0,0,2.67E-05,0,0,0,3.30E-05,0,0,0,0,0,0,0,0,0,2.02E-05,2.14E-05,0,2.83E-05,0,3.57E-05,0,1.81E-05,2.65E-05,0,0,4.34E-05,0,0,2.55E-05,0,0,0,2.96E-05,0,0
0,0,0,0,2.49E-05,1.43E-05,0,3.85E-05,4.91E-05,0,0,0,9.40E-05,0,0,0,0,0,0,0,0,2.81E-05,0,0,0,0,0,0,0,0,0,0,0,2.71E-05,0,0,0,0,9.91E-06,2.21E-05,5.63E-05,0,0,0,0,0,0,0,0,0,0,0,1.63E-05,0.000145058,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58E-05,0,0,0,0,0,0,3.24E-05,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12E-05,3.58E-05,0,0,0,2.21E-05,0,0,0,0,0,0,0,0,0,1.13E-05,0,0,0,0,0,0,3.76E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.44E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73E-05,0,0,0,0,0,0,2.35E-05,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18E-05,0,0,0,0,2.80E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.80E-05,0,0,2.08E-05,0,0,2.38E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69E-05,0,0,0,0
0,0,0,0,0,2.33E-05,0,0,0,0,0,3.07E-05,0,0,0,0,0,0,2.06E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000156332,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,7.31E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00124175,0.000589716,0.000582602,0.000341242,0.00041917,0.000260152,0.00039491,0.000466135,0.000390918,0.00056116,0.000221128,0.000453328,0.00103911,0.000454859,0,0.000350797,0.000556938,0.000583806,0.000352131,0.00048864,0.000474433,0.000396232,0.000577792,0.000421007,0.000770647,0.000554256,0.000438731,0.000174772,0.000390773,0.000917942,0.00214881,0.000569443,0.000391382,0.000328304,0.000497972,0.000346214,0.000167114,0.000321253,0.000416336,0.000607875,0.000422967,0.000253857,0.000266383,0.000416216,0.000492288,0.00047251,0.000229959,0.000517083,0.000527407,0.000557594,0.00056415,0.000126345,0.000426184,0.000285218,0.00063595,0.000386399
0,0,0.000680637,0.000677848,0.000742545,0.000654045,0.000833772,0.000685598,0.000783706,0.000533363,0.000848345,0.000555074,0.000638642,0.000709264,0,0.000692118,0.000619572,0.000752404,0.000561332,0.000589289,0.000633301,0.000627839,0.00070947,0.000713136,0.000667374,0.000650385,0.000145525,0.000665122,0.00043833,0.000153667,0,0.000239953,0.000250411,0.000716362,0.000652467,0.000826812,0.00089891,0.000533611,0.000640562,0.000587481,0.000688664,0.000949739,0.000750179,0.00067696,0.000809146,0.000674249,0.00073701,0.000704723,0.000750044,0.000594113,0.000633669,0.000467543,0.000542324,0.00046433,0.000541677,0.000637569
0,0,0,2.78E-05,8.84E-05,0.000102781,0,4.67E-05,7.88E-05,0,0,4.53E-05,0.000113224,4.23E-05,0,0,5.19E-05,0,0,0.000145482,4.13E-05,0.000134746,0,5.68E-05,0,4.16E-05,0,0,0,0,0,0,0,3.30E-05,0,2.16E-05,0,0,2.38E-05,5.32E-05,6.74E-05,0,0,3.34E-05,0,0,0,0,5.86E-05,0,0,0.000204322,3.94E-05,0.000347057,9.49E-05,0
0,0,0,3.85E-05,3.49E-05,5.49E-05,2.72E-05,0.000119399,4.85E-05,2.31E-05,1.64E-05,1.55E-05,6.66E-05,1.45E-05,0,2.08E-05,3.56E-05,1.73E-05,4.65E-05,0,2.92E-05,8.49E-05,0,1.96E-05,2.15E-05,2.85E-05,0,0,0,0,0,0,0,2.10E-05,1.33E-05,2.30E-05,1.51E-05,1.89E-05,2.92E-05,1.80E-05,2.99E-05,0,1.05E-05,2.14E-05,8.43E-05,1.95E-05,2.05E-05,0,2.01E-05,3.30E-05,0,8.43E-05,2.32E-05,0.000111163,0.000207316,4.71E-05
0,0,0,2.08E-05,2.21E-05,2.66E-05,5.72E-05,0,0,0,0,0,0,2.94E-05,0,0,0,0,4.63E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45E-05,0,0,0,2.32E-05,0,0,0,0,0,0,3.73E-05,0,7.47E-05,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.00086813,0.000531487,0.000425807,0.00045509,0.000312134,0.000499638,0.000591844,0.00052799,0.000643438,0.000641973,0.000617692,0.000743949,0.000663367,0,0.000690245,0.000577827,0.00049691,0.000385541,0.000642053,0.000495175,0.000332573,0.000504063,0.00049679,0.000762272,0.000612508,0.000668307,0.000352208,0.00052774,0.000658567,0,0.000263908,0.00066253,0.000418289,0.000440729,0.000631121,0.000327714,0.00049256,0.000509228,0.000549771,0.000466769,0.0004793,0.000428773,0.000565729,0.000655627,0.000666886,0.000595471,0.00064635,0.000830054,0.000519679,0.000610144,0.000328528,0.0004556,0,0.000586447,0.000732406
0.00312068,0.00232117,0.000570332,0.000590104,0.000442016,0.000307395,0.00031628,0.00055973,0.00037573,0.000605994,0.00029657,0.00046306,0.000619095,0.000538907,0,0.000442263,0.000470974,0.000520448,0.000506282,0.000497998,0.000556348,0.000337726,0.000546523,0.000655265,0.000454926,0.000394153,0.00174898,0.00254228,0.00193115,0.00222591,0.000657691,0.00152088,0.00179974,0.00048614,0.000791688,0.000625519,0.000552615,0.000665512,0.000534735,0.000392623,0.000471901,0.000510747,0.000644993,0.000432511,0.000334407,0.000369978,0.000492811,0.000648074,0.000531804,0.000396421,0.000271827,0.000346712,0.00038008,0.000236676,0.000165166,0.000432906
0,0,2.10E-05,7.03E-05,0.000147672,0.000141965,8.91E-05,9.90E-05,0.000111148,1.86E-05,0.000100404,3.81E-05,0.000158718,8.18E-05,0,3.42E-05,4.26E-05,1.44E-05,8.33E-05,8.20E-05,6.57E-05,0.000132006,2.85E-05,7.97E-05,0.000108303,5.81E-05,0,0,0.000167307,8.11E-05,0,0.000188048,0,0.000102586,4.95E-05,2.44E-05,4.40E-05,4.12E-05,7.33E-05,6.89E-05,9.11E-05,5.16E-05,7.88E-05,3.80E-05,9.44E-05,8.10E-05,3.12E-05,2.98E-05,0,1.36E-05,4.77E-05,0.000137262,0.000110759,9.43E-05,0.000106537,1.33E-05
0.00103784,0.000224482,0.000101467,0.000198121,0.000235314,0.000291434,0.000104934,0.000242199,0.000259578,8.87E-05,0.000579526,0.000268356,7.30E-05,8.33E-05,0,0.000200957,0.000276484,9.99E-05,0.000263372,0.000387818,0.000135528,0.000265279,0.000136695,0.000116268,0.000122796,0.000304686,0,0,0.000320943,0.000197006,0,0.00018669,0,0.000194171,0.000282045,0.000185709,0.000242027,0.000115433,0.000189763,0.000102756,0.000179048,0.000162883,0.000238237,0.000153409,0.000172835,0.000153227,0.000219493,6.92E-05,7.68E-05,0.000217904,0.000107871,0.000232757,0.000154127,0.000372128,0.000120654,0.000186948
0,0,0,4.72E-05,5.02E-05,5.82E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04E-05,8.93E-05,0,0,0,0,0,0,0,0,0,0,0,8.55E-05,0.000132225,0.000195708,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000979447,0.000389949,0.000557204,0.000443982,0.000319949,0.000415963,0.000220423,0.000411542,0.000380676,0.000512587,0.000349457,0.000287525,0.000357924,0.000472958,0,0.000361171,0.000335615,0.000455874,0.000520606,0.000413968,0.000474992,0.000413944,0.000487799,0.000367667,0.000496351,0.000405242,0.000168502,0.00090193,0.000406479,0.000918403,0.000823956,0.000565716,0.000610399,0.00036359,0.000458679,0.000523039,0.000518417,0.000435156,0.000370027,0.000346174,0.000498616,0.000414864,0.000377486,0.000425286,0.000329131,0.000342511,0.000445064,0.000463327,0.000617979,0.000475551,0.000486484,0.000436518,0.000386824,0.00029606,0.000353718,0.000475407
0,0,0,1.15E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48E-05,9.01E-06,0,0,0,0,0,2.52E-05,2.94E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4.08E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.85E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24E-05,0,0,0,0,0,4.94E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000169021,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64E-05,3.19E-05,0,0,0,0,0,2.83E-05,0,0,0,0,0,0,0
0,0.000963627,0,7.66E-05,0.000162745,0.00014312,0,6.61E-05,0,0,6.05E-05,0,0,0,0,0,0,0,0,0,0,0.000185683,0.000137569,0,0,0,0.00037091,0,0.000162205,0.000197705,0,0,0,0.000137306,0,0,0,0,3.27E-05,7.47E-05,9.28E-05,0,4.87E-05,0,0,0,0,0,0,0,0,0.00021117,0.00010973,0.000491118,0,0
0,0,0,0,2.73E-05,3.18E-05,0,0,1.88E-05,0,0,0,0,0,0,0,0,0,0,0,1.82E-05,3.12E-05,0,3.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35E-05,1.57E-05,0,1.88E-05,1.49E-05,0,0,0,0,0,0,3.75E-05,0,5.46E-05,0,0.000171554,2.18E-05
0,0,0,0,0,6.28E-05,0,0,0,0,0,0,0.000131997,0,0,0,0,0,0,0,0,3.94E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16E-05,4.74E-05,6.74E-05,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93E-05,2.65E-05,0,0,0,0,4.94E-05,0,0,0,0,0,0,2.24E-05,0,0,0,0,0,0
0,0,2.49E-05,1.48E-05,1.98E-05,0,4.48E-05,0,2.52E-05,3.58E-05,2.48E-05,3.93E-05,0,2.70E-05,0,3.43E-05,1.74E-05,4.01E-05,1.60E-05,0,2.30E-05,2.26E-05,0,0,0,2.21E-05,0,0,0,0,0,0,0,1.10E-05,0,7.29E-06,1.35E-05,1.67E-05,1.52E-05,0,0,1.39E-05,0,0,2.00E-05,3.82E-05,0,0,1.77E-05,0,4.74E-05,0,0,0,2.17E-05,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.69E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000104431,0,0,0,0,0,0
0,0.000327873,0,0,0,0,0,0,0,0,4.12E-05,0,0,0,0,0,0,4.75E-05,8.54E-05,0,3.82E-05,0,0,0,0,0,0,0.000195804,0.000110381,0,0,0,0,0,3.35E-05,0,3.78E-05,5.17E-05,0,0,0,5.68E-05,0,0,0,0,0,0,0,0,0,0,0,0.000108005,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103823,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.37E-05,4.50E-05,3.38E-05,0,2.33E-05,0,0,0,0,0,0,0,0,0,0,0,7.21E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35E-05,0,0.000116773,0,8.85E-05,0,3.29E-05,0,0,0,0,4.78E-05,0,0,3.89E-05,0,0.000137798,0
0,0,0,2.85E-05,0.00010564,3.60E-05,0,4.89E-05,2.07E-05,0,0,0,0.00011849,0,0,0,0,0,1.60E-05,7.61E-05,0,3.54E-05,0,0,0,0,0,0,0,0,0,0,0,5.18E-05,0,0,0,0,4.88E-05,0,8.59E-05,0,1.81E-05,0,6.86E-05,2.87E-05,0,0,0,0,0,0,0.000142379,0.000240334,0.000145578,0
0,0,1.72E-05,0,1.37E-05,3.18E-05,3.68E-05,0,1.83E-05,0,2.04E-05,0,0,1.96E-05,0,0,0,0,0,0,1.89E-05,0,0,0,0,0,0,0,0,0,0,0,0,1.53E-05,0,0,1.87E-05,2.56E-05,1.10E-05,0,0,0,0,0,3.06E-05,2.64E-05,2.54E-05,0,0,0,0,0,0,0,0,0
0.000356035,0,0.000237431,0.0002916,0.000288439,9.72E-05,0.000325498,0.000128576,0.000348792,0.000484395,8.29E-05,0.000313038,0.000589525,0.00030874,0,0.00022521,0.000315372,0.00036746,0.000184725,0.000399099,0.0003327,0.000369952,0.000275296,0.000181921,0.000382707,0.000229724,0.000246777,0.000192646,5.50E-05,0.000143421,0,0.000123336,0,0.00031381,0.000244964,0.000182551,5.81E-05,0.000281634,0.000158852,0.000444309,0.000302972,0.00011408,0.000182919,0.000155309,0.000400296,0.000268692,0.00044256,0.000388341,0.000432433,0.000342964,0.000311782,9.80E-05,0.000440799,0.00029792,0.000307527,0.000200012
0,0,0,0,0,0,0,0.000113866,0,0,0,0,0,9.56E-05,0,0,0,5.85E-05,0.000118869,0,0.0001707,0,0,0,0,4.65E-05,0,0,0,0,0,0,0,0.000162257,0,0,4.51E-05,0,4.63E-05,0,0,0,0,0,0,0,0,0,6.55E-05,0,9.39E-05,0,0,0,0,0
0,0,0.000350155,0.000256513,0.00031306,0.000676997,0.000378158,0.000512222,0.000429338,0.000302826,0.000676687,0.000350297,0.000329826,0.000197278,0,0.000282274,0.000308192,7.81E-05,0.00023073,0.000638967,0.000247705,0.000206476,0.000460479,0.000702518,0,0.000509444,0.00037091,0,0.000164208,0,0,0,0,0.000344093,0.000388884,0.000563193,0.00055901,0.000168941,0.00040013,0,0.000464169,0.00084371,0.000589161,0.000259239,0.000607019,0.000342093,0.000252688,0.000334213,9.07E-05,0.00038198,0.000117027,0.000314277,0.000225541,0.000336998,0.000131799,0.000288432
0,0,0.000142723,0.000169389,6.73E-05,0.000236875,0.000119848,0.00024751,0.000149374,0,0.000434849,0.000103211,8.55E-05,0.000226028,0,0.000185985,0.000192764,7.54E-05,0.000160185,0.000109476,0.000151106,0.000205076,0.000227653,4.33E-05,9.73E-05,0.000125152,0,0.000784109,0.000267508,0,0,0,0,0.000125086,0.000189542,0.000211324,0.000334434,0.000124461,8.99E-05,0,0.000154938,0.000184456,0.000161889,0.000102821,9.98E-05,4.29E-05,0.000333783,0.000160114,4.26E-05,0.000139355,0.000186273,0.000230609,5.93E-05,8.79E-05,0,0.000177144
0,0,0.000487528,0.000335282,0.000356085,0.000132861,0.000440305,0.000457864,0.000322604,0.000810665,0.000336882,0.000720272,0.00043027,0.000416782,0,0.00033759,0.000488751,0.000667896,0.000326067,0.000437933,0.000403689,0.00046328,0.000215184,0.000121872,0.000650506,0.000427616,0.000114989,0,0,0,0,0.000173462,0,0.000570406,0.00027699,0.000315767,0.000103277,0.000560724,0.000329286,0.000590015,0.000201428,0.000259204,0.000139211,0.000387844,0.000571353,0.000545165,0.000422021,0.000845207,0.000504643,0.000583364,0.000688365,2.18E-05,0.000337154,9.84E-05,0.000406742,0.000599435
0,0,4.66E-05,2.29E-05,5.00E-05,0,3.45E-05,5.65E-05,0,0.000113902,1.71E-05,3.73E-05,0,5.06E-05,0,5.01E-05,2.03E-05,6.35E-05,3.63E-05,0,3.29E-05,5.56E-05,0,0,7.91E-05,3.24E-05,0,0,0,0,0,0,0,5.42E-05,0,8.47E-06,0,2.40E-05,1.96E-05,6.15E-05,2.78E-05,4.73E-05,0,5.51E-05,0,2.22E-05,2.14E-05,8.13E-05,0,3.75E-05,3.27E-05,1.99E-05,1.70E-05,0,4.11E-05,5.66E-05
0,0,3.47E-05,4.98E-05,4.17E-05,0,3.76E-05,7.86E-05,5.45E-05,0.000124756,8.14E-05,0.00018506,5.18E-05,5.90E-05,0,0.000113021,4.79E-05,0.000156126,8.25E-05,0,7.34E-05,0.00011545,0.000132306,2.62E-05,0.000165487,5.76E-05,0,0,0,0,0,0,0,0.000117786,1.64E-05,6.99E-05,3.52E-05,2.61E-05,4.28E-05,0.000138187,2.85E-05,5.59E-05,1.68E-05,0.00010584,0.000115809,5.23E-05,2.52E-05,9.57E-05,7.83E-05,0.000190369,0.000219914,4.16E-05,6.97E-05,0,0.000117126,8.71E-05
0,0,0.000220345,0.000182176,0.000207431,3.57E-05,0.000178501,0.000231949,0.000224646,0.000325948,0.000154036,0.000260101,0.000287904,0.000260994,0,0.000178607,0.000160542,0.000425028,0.000171472,0.000219099,0.000285137,0.000139174,0.000176021,9.39E-05,0.000186914,0.00019218,0,0,0,0,0,4.09E-05,0.000282928,0.000316485,0.000132068,0.000116253,0.000105144,0.000179863,0.000162523,0.000325094,0.000148888,0.000170986,0.000143255,0.000224042,0.000372042,0.000226094,0.000189638,0.000323533,0.00025215,0.000248593,0.000259551,0.000111482,0.00024307,0.000168232,0.000154315,0.000300114
0.000328902,0.000140851,0.000696851,0.000491259,0.000398993,0.000154992,0.000531405,0.000640533,0.000320051,0.000915638,0.000313484,0.000434502,0.000650199,0.000635438,0,0.00060365,0.000404123,0.000638805,0.000496325,0.000592617,0.000433674,0.000465147,0.00045231,0.000413598,0.000827648,0.000542963,0,8.77E-05,0.000142255,0.000118063,0,0.00021809,0,0.000629201,0.000509638,0.000420768,8.41E-05,0.000648004,0.000328532,0.000728483,0.000416442,0.000436609,0.000249315,0.000566347,0.000748313,0.000588803,0.000485849,0.00115281,0.00058215,0.000648386,0.000458348,8.09E-05,0.000666085,0.00020503,0.000397057,0.000582378
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66E-05,0,5.74E-05,0,0,0,0,0,0,0,0,0,0,0,0,2.54E-05,0,0,0,0,0,0,0,2.55E-05,0,0,0,0,0,0,0,0,0,0
0,0,0,1.27E-05,1.38E-05,1.60E-05,0,0,1.84E-05,3.07E-05,0,0,0,0,0,0,2.37E-05,0,1.42E-05,6.76E-05,1.86E-05,0,0,0,0,0,0,0,0,0,0,0,0,1.53E-05,0,9.90E-06,0,3.64E-05,1.08E-05,7.25E-05,0,2.77E-05,0,1.53E-05,0,2.66E-05,2.56E-05,0,0,0,0,0,0,0,0,2.18E-05
0,0,4.53E-05,8.21E-05,9.49E-05,2.85E-05,6.73E-05,7.67E-05,2.95E-05,0.000114104,8.89E-05,0.000132183,0,8.56E-05,0,4.56E-05,0.000132092,9.95E-05,4.85E-05,0,0.00010241,8.91E-05,0,2.70E-05,0.000123862,3.12E-05,0,0,0,0,0,0,0,6.81E-05,2.68E-05,5.52E-05,5.51E-05,8.81E-05,8.06E-05,0.000129112,2.86E-05,7.86E-05,1.59E-05,6.59E-05,0.000105515,9.10E-05,2.05E-05,3.90E-05,7.17E-05,1.80E-05,0.000150675,0.00013533,6.70E-05,0,0.000160341,6.98E-05
0,0,0,0,0,7.56E-06,0,0,1.74E-05,0,9.81E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57E-05,0,0,0,0,0,0,0,0,0,0,0,0,2.25E-05,8.63E-06,7.62E-05,0,1.03E-05
0,0,0.000118353,2.72E-05,0.000128643,0.000166355,7.82E-05,6.73E-05,5.83E-05,0,4.28E-05,0,5.55E-05,1.97E-05,0,0,7.53E-05,0,2.90E-05,0,5.35E-05,6.38E-05,0,4.16E-05,0,0,0,0,0,0,0,6.68E-05,0,1.57E-05,5.29E-05,5.33E-05,7.80E-05,9.53E-05,8.73E-05,0,9.86E-05,2.99E-05,7.74E-05,6.60E-05,0.000128787,2.81E-05,5.32E-05,5.14E-05,2.80E-05,3.50E-05,0,7.40E-05,9.46E-05,5.73E-05,0.000231483,2.23E-05
0,0,0,0,0,3.50E-05,0,7.13E-05,4.03E-05,0,2.24E-05,0,5.76E-05,0,0,0,0,0,3.10E-05,0,0,0.000103344,5.16E-05,0,0,2.12E-05,0,0,6.00E-05,0,0,0.000138403,0,3.36E-05,0,1.11E-05,0,4.70E-05,2.43E-05,0,3.44E-05,0,7.28E-05,0,2.25E-05,0,0,0,0,2.45E-05,0,5.22E-05,4.00E-05,5.89E-05,0.000144919,0
