CSM5LLGB,CSM6J2H9,CSM79HGR,ESM5GEYX,ESM5GEYY,ESM5GEZ1,ESM5MEAB,ESM5MEB9,ESM5MEC7,ESM5MEDP,ESM5MEE2,ESM5MEEJ,ESM718U9,ESM7F5AE,HSM5MD6G,HSM5MD6S,HSM67VDR,HSM67VDT,HSM67VDX,HSM6XRQC,HSM6XRTE,HSM7CZ2X,HSM7J4JV,HSMA33J1,HSMA33NG,HSMA33P2,MSM5LLFG,MSM5LLFM,MSM5LLH2,MSM5LLHE,MSM5LLHV,MSM5LLI6,MSM5LLIK,MSM6J2JF,MSM6J2JH,MSM6J2M3,MSM6J2PQ,MSM79H52,MSM79H8J,MSM79H94,MSM79H9U,MSM79HCN,MSM79HF1,MSM9VZFJ,PSM6XBQM,PSM6XBRM,PSM6XBSE,PSM6XBSG,PSM6XBTZ,PSM6XBVY,PSM7J13U,PSM7J19X,PSM7J1B3,PSM7J1BN,PSM7J1C2,PSMA2651
0,0.000270607,0.000373478,0.000300855,0.000360275,0.000494544,0.000368032,0.000286662,0.000331985,0.000318274,0.000712942,0.000276253,0.00027302,0.000131658,0,0.000374982,0.000240456,0.000162146,0.000393486,0.000224201,0.000407813,0.000207386,0.000386162,0.000569029,0.000146788,0.000381332,0,0.00016385,0.000268886,0,0,0.000204782,0,0.000307158,0.000577932,0.000516487,0.000497058,0.000252555,0.000380038,0.000119708,0.00041748,0.000608555,0.000653557,0.00048529,0.000254139,0.000299849,0.000382263,0.000238802,0.00035384,0.000340755,0.000126702,0.000431248,0.000297227,0.000529567,0.00021285,0.000323918
0,0,0,0,0.000109822,8.44E-05,0,0.000116619,9.90E-05,0,0,0,0.00014153,0,0,0,6.27E-05,0,0,0,0,0,0.000131171,0,8.11E-05,0,0,0,0.000142255,0,0,0.000177832,0,0,0,0,0,0,2.87E-05,0,4.07E-05,8.06E-05,9.14E-05,0,7.98E-05,6.88E-05,0,0,0,0,0.000101382,0.000131935,0.000197304,0.000144607,0.000235494,0
0.00114161,0,0,0,4.30E-05,5.00E-05,0,6.78E-05,5.75E-05,0,0,0,0.000137704,0,0,0,0,0,4.43E-05,0,0,8.23E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46E-05,0,9.02E-05,0,5.16E-05,0,0,0,0,0,0,0,0,0,5.72E-05,0.000335861,0.000137751,0
0.00116414,0,0,0,0.00018241,5.65E-05,0,6.92E-05,0,0,0,0,0.000185951,0,0,0,0,0,0,0,0,0.000111139,0,0,0,0,0,0,0.000194173,0,0,0,0,5.42E-05,0,0,0,0,3.92E-05,7.81E-05,0.000104034,0,0,0,0,0,0,0,0,0,0,0,0.000308689,0.000189995,0.00029632,0
0,0,2.78E-05,3.93E-05,0.000156613,0.000156827,6.07E-05,7.13E-05,8.79E-05,0,0.000202901,0.00010381,8.64E-05,6.42E-05,0,0,7.94E-05,3.80E-05,2.39E-05,9.89E-05,6.15E-05,0.000190744,0.000146751,4.39E-05,0,6.46E-05,0,0,9.08E-05,0.000110661,0,0,0.000696914,4.70E-05,0.000108599,8.09E-05,0.000152197,4.08E-05,0.000127623,0,9.53E-05,0.000228672,2.78E-05,5.14E-05,0.000150071,8.58E-05,4.11E-05,0,0,0.000111413,6.22E-05,0.000232919,0.000115081,0.000244167,0.000197475,3.50E-05
0,0,0,8.76E-06,3.75E-05,3.27E-05,0,0,1.27E-05,0,2.80E-05,2.80E-05,0,1.37E-05,0,1.92E-05,1.68E-05,0,0,9.13E-05,0,0,3.24E-05,0,0,0,0,0,0,0,0,0,0,3.17E-05,1.13E-05,6.85E-06,1.30E-05,1.73E-05,0,0,0,3.91E-05,0,0,4.22E-05,0,0,0,0,1.46E-05,0,0,1.26E-05,0,0,0
0,0,4.04E-05,7.10E-05,0.000114573,0.000176218,4.32E-05,0.000167806,0,3.67E-05,0,0,3.07E-05,2.30E-05,0,3.31E-05,0.000158916,1.38E-05,8.59E-05,3.95E-05,1.11E-05,0.000172165,2.72E-05,3.11E-05,0,4.53E-05,0,0,0,7.82E-05,0,0,0,5.38E-05,1.95E-05,5.91E-06,0,0,6.48E-06,1.43E-05,0.000121507,0,1.93E-05,9.11E-06,1.80E-05,3.10E-05,1.49E-05,0,1.60E-05,2.62E-05,0,0.000156443,0.000318896,0.000262922,0,3.81E-05
0,0,1.38E-05,1.06E-05,7.83E-05,5.24E-05,8.80E-05,7.06E-05,0,2.51E-05,1.71E-05,0,0.000215682,1.59E-05,0,0,3.90E-05,3.67E-05,2.28E-05,5.53E-05,4.46E-05,5.24E-05,0,2.13E-05,2.30E-05,3.02E-05,0,0,0,0,0,0,0,3.78E-05,0,8.10E-06,1.51E-05,0,2.43E-05,0,0.000114595,4.53E-05,0.000130618,2.21E-05,7.58E-05,4.38E-05,0,0,0,1.80E-05,3.13E-05,5.82E-05,6.06E-05,9.17E-05,0.000107243,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2.69E-05,3.52E-05,0.000105095,0.000146985,4.28E-05,9.90E-05,7.06E-05,0,0.000125656,8.57E-05,0.000128499,6.14E-05,0,0,5.31E-05,3.67E-05,3.88E-05,0,7.12E-05,8.30E-05,0,2.76E-05,7.12E-05,6.99E-05,0,0,6.67E-05,0,0.000238483,6.66E-05,0.000254635,9.03E-05,4.32E-05,8.53E-05,0.000117482,0,8.41E-05,3.20E-05,8.09E-05,0.000165129,9.72E-05,4.05E-05,0.000106957,3.23E-05,3.98E-05,5.62E-05,6.29E-05,9.63E-05,0.000166844,0.000256226,8.62E-05,0.000119308,0.000156299,3.39E-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06E-05,0,0,0,0
0,0,0,0,0,8.80E-05,0,0,0,0,0,0,0.000144746,0,0,0,0,0,0,0,0,8.65E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.93E-05,0.000147894,0.000121315,0
0,0,9.94E-05,0.000106115,0.000272219,0.000219008,7.14E-05,8.55E-05,0.000144609,5.63E-05,8.09E-05,0.000126512,0.000360796,0.000117128,0,0,0.00017171,8.76E-05,7.98E-05,0.000262401,0.000143349,0.000185214,9.25E-05,0.000105301,5.81E-05,0.000113694,0.000242349,0,0.000109023,0,0,0,0,0.000204159,3.23E-05,6.05E-05,7.25E-05,0,8.82E-05,0,0.000152453,0.000161215,6.52E-05,6.17E-05,0.00011913,5.27E-05,0,9.81E-05,0.000165516,0.000175262,0.000230296,0.000234747,0.000177676,0.000415435,0.0001743,4.16E-05
0,0.000487454,0.00100728,0.00106988,0.0011149,0.000889075,0.000697321,0.00126293,0.00122346,0.00108778,0.0005957,0.000891959,0.00075937,0.00127643,0,0.000921953,0.00105593,0.000931332,0.000819167,0.00076339,0.00104812,0.00092137,0.00118375,0.00127828,0.00102983,0.000980369,0.00110266,0.000348312,9.83E-05,0.000402708,0.000214076,0.000247732,0.000465522,0.00114213,0.000857221,0.000879427,0.00082959,0.00120654,0.000983573,0.00108813,0.00095367,0.000557199,0.00079026,0.00110978,0.00124977,0.00101511,0.00106052,0.00166325,0.000945968,0.000986793,0.000686786,0.00117409,0.00116667,0.000317069,0.000706598,0.00102826
0,0,0,0,1.64E-05,0,0,2.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,2.26E-05,0,0,0,7.01E-05,4.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,1.31E-05,0,1.88E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00101695,0.000908246,0.000144283,0.000180465,0.000230089,0.000400485,0.000411886,0.000302047,0.00035834,0.000349295,0.000285046,0.000352714,0,0.000219587,0,0.000315801,0.000471753,0.000131025,0.000236591,0.000188123,0.0001589,0.000350023,0.00038899,0.000518726,0.000244624,0.000431877,0.000349595,0,0,0.000372686,0,0,0,0.000341526,0.000324602,0.000507197,0.000470981,0.000286393,0.000370265,0.000204705,0.000349935,0.000472257,0.000643226,0.000434157,0.000343012,0.000221878,0.000426918,0.000405731,0.000304356,0.000187256,0.000217912,0.000464412,0.000203645,0.000149594,0.00012271,0.00042353
0,0,0,1.33E-05,6.34E-05,7.31E-05,9.21E-05,0.00014148,5.54E-05,0,3.09E-05,4.30E-05,0.000106031,2.93E-05,0,1.46E-05,4.83E-05,0,5.32E-05,3.36E-05,6.51E-05,7.85E-05,0,5.25E-05,1.55E-05,1.83E-05,0,0,5.66E-05,0,0,0,0,6.66E-05,1.58E-05,1.56E-05,3.64E-05,2.41E-05,2.25E-05,1.22E-05,4.01E-05,1.38E-05,3.28E-05,2.28E-05,4.71E-05,5.37E-05,0,0,3.95E-05,2.22E-05,9.24E-05,9.52E-05,0.000106731,0.000133581,6.68E-05,0
0,0.000779583,0.00135142,0.00100015,0.00141053,0.000888173,0.00120116,0.000962367,0.00118275,0.00133194,0.0012184,0.00126711,0.00144366,0.0011708,0,0.00138366,0.000964599,0.00144714,0.00170969,0.00231891,0.00142275,0.00125766,0.00106889,0.00131582,0.00144724,0.00122497,0.0011389,0.000542558,0.000662156,0.000434559,0.000568845,0.00113577,0.000301065,0.00100758,0.00122648,0.00143248,0.00168729,0.00115323,0.00119519,0.00149926,0.0011557,0.00110441,0.00115364,0.00137711,0.00137385,0.00135994,0.00120857,0.00139515,0.00140869,0.00155015,0.00129476,0.000766487,0.0011434,0.000828016,0.00138228,0.00134345
0,0,0,4.76E-05,4.77E-05,0.000164568,0.000127979,0,0,0,0.000215156,0,0.000151639,6.87E-05,0,9.88E-05,8.38E-05,0.000171766,0,0.000233809,0,0.000218297,0,0,0.000102073,6.76E-05,0,0,0.000195601,0,0,0,0,5.85E-05,6.11E-05,0.000101348,0.000259678,0.00018123,0.000113885,0.000254419,5.52E-05,0.000107838,0,0.000108307,0,0,0,0,0.000191186,0.000155713,0,0.000327819,6.33E-05,0,0,7.57E-05
0,0.000565422,0.000719603,0.000561153,0.000706398,0.000723123,0.000705719,0.000631877,0.000501187,0.000693128,0.000708318,0.000621509,0.000795507,0.000779371,0,0.000641809,0.000737206,0.00074864,0.000556163,0.000812544,0.00054855,0.000573673,0.000792976,0.000589945,0.000652816,0.000596371,0.000652523,0.00068162,0.000381191,0.000115799,0.0010783,0.000756702,0.000378757,0.000767957,0.000518579,0.000583826,0.000670676,0.000499172,0.000646062,0.000736324,0.00062939,0.000680601,0.000288094,0.000698828,0.000679664,0.000808271,0.000862143,0.000655929,0.000790807,0.000654269,0.000735,0.000537587,0.000774536,0.000367547,0.00060348,0.000671577
0.000603624,0.000140851,0.000608218,0.000506169,0.000598847,0.000473112,0.00045881,0.000598001,0.000531799,0.000578155,0.000488115,0.000483544,0.000511285,0.000629512,0,0.000582717,0.000497916,0.000427155,0.000547738,0.000766994,0.000540247,0.000451779,0.000456654,0.000479076,0.000590643,0.000543443,0.00126559,0.000261391,0.000323248,0.000209371,0.000505452,0.000758009,0.000370388,0.000556516,0.000498585,0.000566035,0.000384672,0.000541615,0.000469327,0.000702365,0.0004909,0.000518869,0.000538624,0.000641786,0.000691627,0.000544029,0.000427616,0.000575811,0.000704831,0.000664775,0.000577373,0.000468117,0.00048742,0.000600764,0.000480819,0.000614092
0,0,2.96E-05,4.55E-05,2.36E-05,0,0,0,0,5.37E-05,6.89E-05,3.61E-05,0,3.16E-05,0,4.85E-05,4.04E-05,4.03E-05,9.51E-05,0,6.49E-05,0,0,0,4.70E-05,0,0,0,0,0,0,0,0.000723316,2.62E-05,2.85E-05,5.22E-05,9.54E-05,0.000129295,7.42E-05,4.20E-05,2.52E-05,9.40E-05,2.82E-05,0,5.27E-05,0,0,0,4.68E-05,0.00011354,0,0.000200773,6.12E-05,0,0,3.72E-05
0,0,0,1.40E-05,4.49E-05,6.96E-05,4.04E-05,4.73E-05,4.01E-05,0,0,0,5.72E-05,0,0,0,7.93E-05,0,0,0,0,6.84E-05,0,0,0,0,0,0,0,0,0,0,0,1.67E-05,0,0,2.06E-05,0,1.21E-05,0,3.42E-05,0,0,0,0,0,0,0,0,0,0,0.000103596,5.92E-05,5.85E-05,4.80E-05,0
0,0,0.000113296,4.26E-05,0.000166389,0.000102861,0.000162601,0.000237798,0.000160771,0.00024268,0.000109626,0.000207099,0.000345502,0.000108645,0,0.000187829,0.000133377,0.00015586,0.000124597,0.000150498,0.000146135,0.000204668,0.000204749,0.000176299,0.00022661,0.000150028,0,0,0.000116419,0.000149074,0,0.000281261,0.000242928,0.000235497,0.000200544,0.000132913,8.08E-05,8.19E-05,9.60E-05,0.000244219,0.000188914,9.28E-05,0.000109576,0.000103289,0.000331436,0.000205539,0.000166245,0.000373136,0.000272329,0.000223402,0.000302799,0.000100931,0.000338804,0.000336716,0.000289777,0.000168147
0,0,0,0,2.10E-05,2.44E-05,0,6.63E-05,2.81E-05,0,0,0,0.000164999,0,0,0,0,0,0,0,0,9.61E-05,0,0,0,0,0,0,0,0,0,0,0,2.34E-05,0,0,0,0,1.69E-05,0,4.80E-05,0,5.33E-05,0,0,0,0,0,0,0,0,0,8.53E-05,0.000164222,6.74E-05,0
0,0,2.36E-05,0,0,2.35E-05,0,0,2.51E-05,0,0,0,0,0,0,0,3.55E-05,0,0,0,0,0,0,0,0,2.85E-05,0,0,0,0,0,8.62E-05,0,0,0,0,0,0,0,0,2.10E-05,0,2.25E-05,2.29E-05,0,0,0,0,0,0,0,0,2.45E-05,0,5.90E-05,0
