Gene,SuperPathway,SubPathway,KOAnnot,ERR688534,ERR688548,ERR688557,ERR688560,ERR688561,ERR688574,ERR688580,ERR688581,ERR688589,ERR688613,ERR688615,ERR688623,ERR688627,ERR688632,ERR688635,ERR688638,ERR688642,ERR688650,ERR710424,ERR710426,ERR710427,ERR710428,ERR710429,ERR710430,ERR710431,ERR710432
K01199,Carbohydrate metabolism,Starch_and_sucrose_metabolism,E3.2.1.39; glucan endo-13-beta-D-glucosidase,0,0,0,1.3E-05,0,4.71E-05,7.36E-06,1.96E-05,1.4E-05,0,0,0,2.78E-05,2.09E-06,0,0,1.28E-05,3.15E-05,0,2.35E-05,2.5E-05,1E-05,3.28E-05,1.65E-05,0,2.5E-05
K01207,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,nagZ; beta-N-acetylhexosaminidase,0.000276416,0.000307932,0.000357577,0.000371689,0.000287164,0.000270666,0.000350465,0.000336972,0.000311212,0.000217857,0.00029104,0.00034739,0.000290871,0.000332395,0,0.000255135,0.000292011,0.000305413,0.000296214,0.000287167,0.000323543,0.00035161,0.000278454,0.000353076,0.000318578,0.000318085
K01208,Carbohydrate metabolism,Starch_and_sucrose_metabolism,E3.2.1.54; cyclomaltodextrinase,6.03E-05,0.000103032,0.000123134,8.92E-05,6.59E-05,7.11E-05,7.8E-05,7.35E-05,8.02E-05,0.000120563,9.29E-05,7.71E-05,8.64E-05,7.86E-05,0,1.39E-05,7.98E-05,0.000125735,0.000143787,0.000131772,0.000129279,6.88E-05,0.000124218,8.92E-05,0.000106857,6.97E-05
K01209,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,E3.2.1.55 abfA; alpha-N-arabinofuranosidase,0.000612594,0.000543731,0.000625436,0.000315893,0.000224657,0.000442089,0.000619799,0.000481978,0.000532471,0.00049924,0.000509852,0.000609904,0.000616858,0.000604911,0,0.000472204,0.000663162,0.000560488,0.000933665,0.000568441,0.000629019,0.000599177,0.000650347,0.000647894,0.000788778,0.000654006
K01210,Carbohydrate metabolism,Starch_and_sucrose_metabolism,E3.2.1.58; glucan 13-beta-glucosidase,4.98E-05,0.000102582,6.78E-05,7.14E-05,9.15E-05,8.66E-05,9.4E-05,5.99E-05,6E-05,0.00013228,0.000260806,8.36E-05,5.51E-05,7.11E-05,0,4.01E-05,3.22E-05,6.55E-05,0,6.92E-05,4.62E-05,4.82E-05,7.2E-05,6.86E-05,7.64E-05,9.32E-05
K01212,Carbohydrate metabolism,Starch_and_sucrose_metabolism,sacC; levanase,8.56E-05,7.52E-05,5.34E-05,6.89E-06,2.72E-05,7.82E-05,8.54E-05,0.000106229,5.93E-05,3.55E-05,3.25E-05,8.65E-05,0.000101217,0.000119146,0,0.000131719,6.7E-05,0.00010229,0.000191542,7.25E-05,9.05E-05,0.000110827,7.75E-05,3.88E-05,0.000156671,0.000164902
K01213,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,E3.2.1.67; galacturan 14-alpha-galacturonidase,0.000101948,9.11E-05,6.02E-05,5.21E-05,2.06E-05,0.000122955,0.000106134,0.000201377,8.37E-05,6.59E-05,3.76E-05,9.24E-05,0.000185358,0.000202701,0,7.23E-05,0.000157281,0.000313647,0.000117627,0.000145058,0.000274635,0.000246315,0.000157852,7.21E-05,0.000239803,0.000132195
K01218,Carbohydrate metabolism,Fructose_and_mannose_metabolism,E3.2.1.78; mannan endo-14-beta-mannosidase,6.68E-05,9.05E-06,2.19E-05,0,2.25E-05,5.92E-05,7.55E-05,0.000125504,9.18E-05,4.92E-05,3.95E-05,5.83E-05,0.000136057,0.000146165,0,0,0.000129725,9.61E-05,0.000163663,4.96E-05,0.000124179,9.73E-05,0.00010834,2.27E-05,0.000148646,0.000101604
K01220,Carbohydrate metabolism,Galactose_metabolism,E3.2.1.85 lacG; 6-phospho-beta-galactosidase,8.99E-05,7.1E-05,5.76E-05,6.94E-05,0.00017642,4.69E-05,4.5E-05,7.09E-05,3.54E-05,4.19E-05,0.000152316,6.93E-05,3.84E-05,4.72E-05,0,0.000170584,4.27E-05,4.41E-05,0,4.03E-05,1.58E-05,6.32E-05,4.02E-05,3.93E-05,5.08E-05,3.14E-05
K01222,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,E3.2.1.86A celF; 6-phospho-beta-glucosidase,0.000172425,9.82E-05,0.000139356,0.000154585,0.000182933,5.73E-05,6.49E-05,6.5E-05,4.22E-05,0.000108892,0.000103968,9.18E-05,4.38E-05,7E-05,0,0.000250277,0.000128261,4.65E-05,4.64E-05,7.92E-05,3.31E-05,3.77E-05,7.32E-05,0.000192906,7.86E-05,4.11E-05
K01223,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,E3.2.1.86B bglA; 6-phospho-beta-glucosidase,0.000789379,0.000655504,0.000636528,0.000826076,0.000981515,0.000522769,0.000350775,0.000334087,0.00030016,0.000486931,0.000983289,0.00090826,0.000304689,0.000355096,0,0.00173772,0.0007535,0.000380874,0.000416949,0.000740338,0.000256948,0.000344809,0.000322098,0.000904077,0.000384548,0.000300234
K01225,Carbohydrate metabolism,Starch_and_sucrose_metabolism,E3.2.1.91; cellulose 14-beta-cellobiosidase,3.32E-06,0,8.43E-06,3.41E-06,6.73E-06,4.32E-06,2.95E-05,3.11E-05,1.29E-05,2.17E-05,6.11E-07,3.12E-05,2.37E-05,1.99E-05,0,0,8.65E-06,2.5E-06,2.02E-05,7.39E-06,2.51E-05,2.18E-05,3.64E-05,4.43E-06,6.03E-05,4.63E-06
K01226,Carbohydrate metabolism,Starch_and_sucrose_metabolism,treC; trehalose-6-phosphate hydrolase,0.000105879,8.63E-05,0.000152133,0.000182997,0.000230429,8.2E-05,5.66E-05,0.000109448,6.33E-05,6.94E-05,0.000136156,0.000101097,5.44E-05,8.99E-05,0,0.000249669,0.000125364,0.000130444,5.71E-05,0.000141078,4.99E-05,8.4E-05,9.35E-05,0.000174281,6.37E-05,8.61E-05
K01229,Carbohydrate metabolism,Galactose_metabolism,LCT; lactase-phlorizin hydrolase,0,0,0,0,0,0,0,1.38E-06,0,0,0,1.15E-06,0,0,0,0,1.34E-06,0,0,0,1.71E-06,0,0,0,0,0
K01232,Carbohydrate metabolism,Starch_and_sucrose_metabolism,E3.2.1.122 glvA; maltose-6'-phosphate glucosidase,0.000136691,0.000130725,8.72E-05,0.000104282,0.00012241,6.98E-05,7.06E-05,6.49E-05,8.75E-05,8.59E-05,0.000224616,0.000145834,4.35E-05,5.34E-05,0,0.00026585,0.000122617,9.2E-05,2.34E-05,0.000220991,6.16E-05,6.16E-05,8.86E-05,0.00025516,9.21E-05,4.92E-05
K01236,Carbohydrate metabolism,Starch_and_sucrose_metabolism,treZ glgZ; maltooligosyltrehalose trehalohydrolase,0,0,0,0,0,0,0,6.61E-06,0,0,0,6.66E-06,9.13E-06,6.25E-06,0,1.46E-05,8.76E-06,9E-06,0,0,2.99E-06,7.15E-06,0,0,0,0
K01433,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,purU; formyltetrahydrofolate deformylase,8E-05,5.21E-05,3.18E-05,4.85E-05,3.27E-05,5.09E-05,7.36E-05,7.52E-05,2.19E-05,1.74E-05,2.89E-05,5.29E-05,3.11E-05,5.18E-05,0,0.000142696,4.39E-05,0.000117585,7.34E-05,4.71E-05,4.54E-05,5.91E-05,4.92E-05,4.86E-05,4.14E-05,6.42E-05
K01443,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,nagA AMDHD2; N-acetylglucosamine-6-phosphate deacetylase,0.000581835,0.000576861,0.000589023,0.000572216,0.000626569,0.000622737,0.000527459,0.00057209,0.000487842,0.000518798,0.00066465,0.000705383,0.000538065,0.000595231,0,0.000520324,0.000513384,0.000588681,0.00057232,0.000660942,0.000526136,0.000551447,0.000582898,0.000623254,0.000450564,0.000528647
K01452,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,E3.5.1.41; chitin deacetylase,5.51E-05,6.39E-05,0.000111158,3.83E-05,8.61E-05,4.87E-05,4.92E-05,2.86E-05,8.15E-05,0.000105579,5.73E-05,5.24E-05,5.41E-05,1.4E-05,0,2.38E-05,3.33E-05,2.72E-05,3.45E-05,2.89E-05,2.27E-05,1.28E-05,5.44E-05,2.79E-05,0,1.59E-05
K01455,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,E3.5.1.49; formamidase,9.38E-06,1.07E-05,4.03E-05,0,0,5.28E-06,7.6E-06,6.54E-06,0,7.08E-06,0,6.27E-06,0,1.09E-05,0,2.33E-05,7.24E-06,7.77E-06,0,1.4E-05,5.36E-06,0,2.12E-05,0,1.72E-05,2.05E-05
K01505,Carbohydrate metabolism,Propanoate_metabolism,E3.5.99.7; 1-aminocyclopropane-1-carboxylate deaminase,0,0,0,0,0,5.34E-06,0,5.51E-06,6.39E-06,0,0,0,5.25E-06,5.39E-06,0,0,0,7.31E-06,0,0,0,0,0,0,0,0
K01512,Carbohydrate metabolism,Pyruvate_metabolism,acyP; acylphosphatase,0.000468301,0.000454984,0.00059856,0.000680452,0.000752424,0.000286788,0.000212084,0.000435161,0.000282382,0.000403517,0.000534742,0.000393189,0.000243942,0.000212861,0,0.000489326,0.000249908,0.000413959,0.000210149,0.000526056,0.000237054,0.000378645,0.000447876,0.000564634,0.000257826,0.000112537
K01571,Carbohydrate metabolism,Pyruvate_metabolism,oadA; oxaloacetate decarboxylase alpha subunit,0.000335005,0.000338369,0.000284455,0.000286417,0.000240581,0.000382905,0.000381093,0.000326704,0.000373529,0.000299097,0.000282939,0.000338774,0.000383872,0.000374905,0,0.000196211,0.000331937,0.000304932,0.000340253,0.000330308,0.00034931,0.000390157,0.000351987,0.000330737,0.000330855,0.000382833
K01572,Carbohydrate metabolism,Pyruvate_metabolism,oadB; oxaloacetate decarboxylase beta subunit,0.000561009,0.000508464,0.000426529,0.000327957,0.000289996,0.000663305,0.000690412,0.000626448,0.000705148,0.000519348,0.000413826,0.000630843,0.00076481,0.000638812,0,0.000515903,0.000682593,0.000568375,0.00121091,0.000586122,0.000628599,0.000637079,0.000666829,0.000582913,0.000776023,0.000748074
K01573,Carbohydrate metabolism,Pyruvate_metabolism,oadG; oxaloacetate decarboxylase gamma subunit,0.000116285,0,5.47E-05,5.24E-05,0,8.68E-05,6.24E-05,0.000160924,7.42E-05,0,0,2.53E-05,8.53E-05,0.000108285,0,0.000195937,0.00011784,0.00018332,0.000122277,9.54E-05,0.000130551,0.000123992,8.3E-05,5.55E-05,0.000281989,8.74E-05
K01574,Carbohydrate metabolism,Propanoate_metabolism,adc; acetoacetate decarboxylase,0,0,0,0,0,0,9.38E-06,0,0,0,0,0,0,6.58E-06,0,0,0,0,0,0,0,0,0,0,0,0
K01575,Carbohydrate metabolism,Butanoate_metabolism,alsD budA aldC; acetolactate decarboxylase,9.2E-05,3.12E-05,8.77E-05,7.86E-05,0.000193642,2.79E-05,3.14E-05,6.58E-05,5.58E-05,9.48E-06,8.77E-05,6.37E-05,2.14E-05,2.13E-05,0,0.000227305,5.22E-05,5.13E-05,0,2.14E-05,7.78E-06,7.2E-06,3.76E-05,0,2.5E-05,1.26E-05
K01577,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,oxc; oxalyl-CoA decarboxylase,1.15E-05,6.56E-06,2.33E-05,4.09E-05,3.19E-05,0,4.67E-06,3.47E-06,0,1.27E-05,1.46E-05,1.84E-05,3.06E-06,6.4E-06,0,7.02E-05,8.71E-06,9.03E-06,0,0,1.27E-05,0,0,1.63E-05,0,1.93E-05
K01580,Carbohydrate metabolism,Butanoate_metabolism,E4.1.1.15 gadB gadA GAD; glutamate decarboxylase,0.000148461,7.8E-05,7.37E-05,4.5E-05,9.24E-05,6.13E-05,7.73E-05,0.000139241,6.94E-05,4.01E-05,9.08E-05,0.000113535,0.000135846,0.000100409,0,0.000203237,0.000145442,9.71E-05,0.000220645,0.000114891,0.000116731,0.000146458,0.000107928,7.53E-05,0.000112172,0.000161157
K01595,Carbohydrate metabolism,Pyruvate_metabolism,ppc; phosphoenolpyruvate carboxylase,7.74E-05,6.4E-05,0.0001214,0.000126024,0.0001686,2.78E-05,7.35E-05,5.89E-05,4.59E-05,6.3E-05,0.000207678,6.08E-05,2.14E-05,3.4E-05,0,0.000131823,1.9E-05,2.57E-05,2.26E-05,4.95E-05,1.2E-05,3.88E-05,3.06E-05,4.6E-05,3.17E-05,4.79E-05
K01596,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,E4.1.1.32 pckA PEPCK; phosphoenolpyruvate carboxykinase (GTP),5.73E-05,6.56E-05,6.42E-05,4.45E-05,4.56E-05,9.26E-05,8.56E-05,7.36E-05,0.0001137,6E-05,3.36E-05,0.000105921,9.82E-05,9.51E-05,0,5.25E-05,9.5E-05,5.05E-05,0.000153328,4.9E-05,6.74E-05,5.5E-05,6.16E-05,5.28E-05,6.74E-05,6.59E-05
K01601,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,rbcL; ribulose-bisphosphate carboxylase large chain,6.8E-06,0,0,2.36E-05,4.25E-05,4.95E-06,0,3.67E-05,1.17E-05,1.68E-05,0,1.14E-05,0,2.72E-06,0,0,6.79E-06,0,2.84E-05,7.32E-06,5.03E-06,2.74E-05,1.32E-05,3.49E-05,8.77E-06,5.44E-06
K01608,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,gcl; tartronate-semialdehyde synthase,1.07E-05,2.48E-05,2.26E-05,1.56E-05,4.61E-05,0,1.32E-05,1.64E-05,6.96E-06,8.23E-06,0,3.64E-06,3.02E-06,1.24E-05,0,2.71E-05,1.27E-05,1.29E-05,1.76E-05,1.36E-05,0,7.09E-06,3.94E-06,3.05E-05,0,6.19E-06
K01610,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,E4.1.1.49 pckA; phosphoenolpyruvate carboxykinase (ATP),0.000307813,0.000337205,0.000248867,0.00032805,0.000305955,0.000316881,0.00029411,0.000341097,0.000339532,0.00032792,0.000305359,0.000275125,0.000335315,0.000340884,0,0.000491439,0.000335584,0.000395514,0.000312502,0.000391209,0.000373626,0.000350074,0.000411846,0.000412566,0.000378799,0.000384809
K01615,Carbohydrate metabolism,Butanoate_metabolism,E4.1.1.70; glutaconyl-CoA decarboxylase,0.000155738,0.000157333,7.39E-05,0.000121441,6.35E-05,0.000164517,0.000121049,0.000140614,0.000106539,0.000123135,0.000116055,0.000111322,0.000124513,0.000133845,0,0.000219354,6.37E-05,0.000152301,7.17E-05,0.000191502,9.81E-05,0.000187974,6.87E-05,0.000207844,9.31E-05,0.000112249
K01619,Carbohydrate metabolism,Pentose_phosphate_pathway,deoC DERA; deoxyribose-phosphate aldolase,0.000760222,0.000695819,0.000753346,0.000709129,0.000883676,0.000809092,0.00081196,0.000826045,0.000877275,0.000794418,0.00076486,0.000823933,0.000828046,0.000857871,0,0.000930746,0.000807697,0.000870288,0.000667657,0.000963127,0.000676671,0.000724782,0.000664378,0.000828434,0.000593305,0.000834812
K01621,Carbohydrate metabolism,Pentose_phosphate_pathway,xfp xpk; xylulose-5-phosphate/fructose-6-phosphate phosphoketolase,4.1E-05,3.66E-05,8.48E-05,7.03E-05,4.66E-05,3.92E-05,3.32E-05,3.7E-05,3.67E-05,3.97E-05,1.59E-05,4.39E-05,7.24E-05,5.8E-05,0,0.000101363,3.8E-05,5.59E-05,7.65E-05,4.75E-05,4.19E-05,4.54E-05,3.55E-05,4.54E-05,9.41E-05,5.11E-05
K01622,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,K01622; fructose 16-bisphosphate aldolase/phosphatase,8.89E-06,0,0,0,0,0,7.2E-06,5.14E-06,5.68E-06,0,2.25E-05,5.94E-06,4.92E-06,5.05E-06,0,0,2.76E-05,0,0,0,0,0,1.26E-05,0,0,1.01E-05
K01623,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,ALDO; fructose-bisphosphate aldolase class I,0.000129681,0.00013492,9.87E-05,9.25E-05,0.000119325,0.00021015,0.000153009,0.000217137,0.00013381,0.000117932,6.84E-05,0.000169942,0.000177211,0.000118133,0,0.000249561,0.000224305,0.000200463,0.000224146,0.000193586,0.000144706,0.000159681,0.000182169,0.000119834,0.000122354,0.000296005
K01624,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,FBA fbaA; fructose-bisphosphate aldolase class II,0.00102669,0.00123109,0.0013324,0.0010786,0.000957798,0.0012206,0.00111789,0.00109339,0.00110279,0.00123287,0.00146071,0.00128119,0.000935529,0.00106415,0,0.00123833,0.00124628,0.00111321,0.00100375,0.00143032,0.000942007,0.000989997,0.000895443,0.00125695,0.000960378,0.00110503
K01625,Carbohydrate metabolism,Pentose_phosphate_pathway,eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase,0.000481589,0.000464586,0.000415223,0.000449026,0.000371187,0.00056304,0.000553345,0.000579197,0.000602245,0.000444525,0.000474089,0.000629221,0.000533018,0.000537952,0,0.000630995,0.000590137,0.000588249,0.000531248,0.000632112,0.000468965,0.000417657,0.000436523,0.000509895,0.000422924,0.000392983
K01628,Carbohydrate metabolism,Fructose_and_mannose_metabolism,fucA; L-fuculose-phosphate aldolase,0.00029758,0.000352237,0.000427954,0.000346894,0.000259083,0.000430115,0.000432127,0.000408763,0.000458873,0.000519716,0.000329007,0.000515887,0.000327284,0.000385138,0,0.00033603,0.000418466,0.000309605,0.000273577,0.000432665,0.000291189,0.000287371,0.000276958,0.000387557,0.000343676,0.000313315
K01629,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,rhaD; rhamnulose-1-phosphate aldolase,0.000283466,0.000345466,0.000287088,0.000252128,0.000131753,0.000293184,0.000303387,0.000261869,0.000233183,0.000211026,0.000241957,0.000361195,0.000287418,0.000236206,0,0.000406131,0.000336954,0.000282717,0.000190716,0.000236212,0.000223936,0.000247139,0.000247361,0.000180845,0.000194917,0.000401894
K01630,Carbohydrate metabolism,Ascorbate_and_aldarate_metabolism,garL; 2-dehydro-3-deoxyglucarate aldolase,3.72E-05,2.79E-05,5.08E-05,1.75E-05,3.46E-05,2.1E-05,2.97E-05,1.47E-05,3.22E-05,2.81E-05,0,1.65E-05,3.41E-05,1.41E-05,0,6.08E-05,9.44E-06,1.94E-05,0,1.02E-05,6.97E-06,2.28E-05,8.84E-06,0,0,4.27E-05
K01631,Carbohydrate metabolism,Galactose_metabolism,dgoA; 2-dehydro-3-deoxyphosphogalactonate aldolase,0.000112891,5.45E-05,8.87E-05,4.31E-05,8.52E-05,1.72E-05,4.9E-05,1.89E-05,0,7.15E-05,2.05E-05,5.7E-05,4.27E-05,8.64E-06,0,0.000155167,6E-05,3.61E-05,0,1.32E-05,4.83E-05,4.03E-05,4.56E-05,1.97E-05,0,3.52E-05
K01635,Carbohydrate metabolism,Galactose_metabolism,lacD; tagatose 16-diphosphate aldolase,7.24E-05,2.24E-05,9.82E-05,6.08E-05,0.000279893,1.29E-05,0,3.53E-05,2E-05,7.33E-06,6.82E-05,1.52E-05,3.57E-06,6.37E-05,0,0.000285458,6.34E-05,7.99E-06,0,0,3.68E-06,2.96E-05,4.66E-06,1.42E-05,0,0
K01637,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,E4.1.3.1 aceA; isocitrate lyase,1.49E-05,8.45E-06,2.05E-05,1.06E-05,2.1E-05,0,6.02E-06,4.47E-06,0,2.21E-05,0,0,1.08E-05,0,0,3.69E-05,5.73E-06,1.15E-05,0,0,0,7.99E-06,5.37E-06,2.13E-05,0,0
K01638,Carbohydrate metabolism,Pyruvate_metabolism,E2.3.3.9 aceB glcB; malate synthase,2.12E-05,1.21E-05,2.3E-05,1.52E-05,3E-05,0,8.58E-06,6.37E-06,0,2.17E-05,0,0,0,9.28E-06,0,4.14E-05,8.17E-06,2.51E-05,0,0,0,3.97E-06,4.4E-06,5.73E-05,0,2.16E-05
K01639,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,E4.1.3.3 nanA NPL; N-acetylneuraminate lyase,0.000300456,0.000220238,0.000223279,0.000184759,0.000241627,0.000217751,0.000208833,0.000258688,0.000165402,0.000236795,0.000263968,0.000229166,0.000178794,0.000250017,0,0.000295448,0.000247894,0.000196572,0.000345699,0.000240939,0.000183349,0.000235527,0.000162874,0.000259295,0.000138016,0.000340442
K01640,Carbohydrate metabolism,Butanoate_metabolism,E4.1.3.4 HMGCL hmgL; hydroxymethylglutaryl-CoA lyase,1.07E-05,0,2.91E-05,0,0,1.22E-05,3.5E-05,3.52E-05,1.39E-05,8.24E-06,0,1.44E-05,3.01E-05,5.45E-05,0,0,1.66E-05,4.18E-05,0,7E-05,3.67E-05,6.24E-05,7.56E-06,1.54E-05,1.97E-05,1.29E-05
K01641,Carbohydrate metabolism,Butanoate_metabolism,E2.3.3.10; hydroxymethylglutaryl-CoA synthase,4.95E-05,1.84E-05,5.72E-05,9.41E-05,0.000187663,0,0,4.44E-05,1.05E-05,0,4.28E-05,2.8E-05,0,3.32E-05,0,0.000207963,1.95E-05,6.66E-06,0,6.77E-06,4.66E-06,1.07E-05,5.89E-06,1.15E-05,0,9.26E-06
K01647,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,CS gltA; citrate synthase,0.000700405,0.000747495,0.000632964,0.00054874,0.000502766,0.000704313,0.000722133,0.000528439,0.000690221,0.000727118,0.000534958,0.000703749,0.00058916,0.00059849,0,0.000367274,0.000599601,0.000743317,0.000684343,0.000565406,0.000639925,0.000713473,0.000664043,0.000818798,0.000985518,0.000720203
K01649,Carbohydrate metabolism,Pyruvate_metabolism,leuA; 2-isopropylmalate synthase,0.000536387,0.000680885,0.000496993,0.000520018,0.000484423,0.000601366,0.000615045,0.000523502,0.000587673,0.000569392,0.000620093,0.000637841,0.000534195,0.000595009,0,0.000468987,0.000617266,0.000553457,0.000739371,0.000469185,0.000528215,0.000625509,0.000535174,0.000585477,0.000599808,0.00064185
K01652,Carbohydrate metabolism,Butanoate_metabolism,E2.2.1.6L ilvB ilvG ilvI; acetolactate synthase I/II/III large subunit,0.000856209,0.000814889,0.000768768,0.000806042,0.000727198,0.000696457,0.000869859,0.000714363,0.000631188,0.000822081,0.000774403,0.00082917,0.000689805,0.000714113,0,0.000676458,0.000696623,0.000916755,0.000885457,0.000769191,0.000697371,0.000779576,0.000836962,0.000893166,0.000875522,0.000726025
K01653,Carbohydrate metabolism,Butanoate_metabolism,E2.2.1.6S ilvH ilvN; acetolactate synthase I/III small subunit,0.00103977,0.00117365,0.00118049,0.0011413,0.00125841,0.00105431,0.00112298,0.000992965,0.000865419,0.00133732,0.00123723,0.0012246,0.000977195,0.00106016,0,0.000749873,0.00106502,0.00117997,0.000671993,0.00124453,0.00104115,0.00114237,0.00107616,0.00132815,0.000966023,0.000919688
K01654,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,E2.5.1.56 neuB; N-acetylneuraminate synthase,9.25E-05,5.31E-05,0.000148655,7.22E-05,0.000105378,0.00014882,0.000115913,0.000132783,0.000121237,0.000106922,6.57E-05,0.000129347,0.000172002,0.000226138,0,5.12E-05,0.000184583,0.000225391,0.000314932,9.33E-05,0.000225639,0.000217132,0.000165277,0.000228135,0.000243122,0.000195811
K01655,Carbohydrate metabolism,Pyruvate_metabolism,LYS21 LYS20; homocitrate synthase,7.73E-05,5.87E-05,7.08E-05,6.12E-05,2.43E-05,6.76E-05,8.32E-05,4.65E-05,0.000108999,0.00011597,8.88E-05,8.6E-05,5.24E-05,8.81E-05,0,2.16E-05,5.98E-05,5.46E-05,0,7.14E-05,5.85E-05,5.59E-05,8.67E-05,9.72E-05,7.82E-05,9.74E-06
K01659,Carbohydrate metabolism,Propanoate_metabolism,prpC; 2-methylcitrate synthase,1.49E-05,2.51E-05,3.04E-05,2.13E-05,4.22E-05,4.04E-06,1.79E-05,8.96E-06,4.58E-06,1.12E-05,9.27E-06,4.79E-06,3.97E-06,4.07E-06,0,5.48E-05,1.7E-05,1.19E-05,2.32E-05,1.19E-05,8.19E-06,4.66E-06,1.04E-05,1.01E-05,3.94E-05,1.63E-05
K01676,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,E4.2.1.2A fumA fumB; fumarate hydratase class I,0.000113012,8.1E-05,5.74E-05,1.7E-05,3.36E-05,9.08E-05,9.15E-05,0.000122092,7.98E-05,4.03E-05,7.68E-06,6E-05,0.000109431,0.00012431,0,0.000207716,0.000120121,9.96E-05,0.000247601,8E-05,0.000121658,8.9E-05,9.98E-05,2.54E-05,0.000130507,0.000155156
K01677,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,E4.2.1.2AA fumA; fumarate hydratase subunit alpha,0.000392377,0.000462386,0.000373797,0.000364935,0.000354413,0.000467019,0.000628777,0.000372114,0.000414407,0.000486625,0.000388472,0.000456315,0.000472281,0.000421682,0,0.000229741,0.000408277,0.00042976,0.00059775,0.00046483,0.000476437,0.000427324,0.00048317,0.000550737,0.000593297,0.000494681
K01678,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,E4.2.1.2AB fumB; fumarate hydratase subunit beta,0.0007087,0.000783633,0.00051183,0.000581364,0.000500325,0.000587195,0.000618251,0.000524552,0.000553626,0.000706534,0.000637665,0.000722726,0.000585537,0.000510251,0,0.000174584,0.000519348,0.000659292,0.000634481,0.000654503,0.000543496,0.000675152,0.00061532,0.000652997,0.000611095,0.000467782
K01679,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,E4.2.1.2B fumC; fumarate hydratase class II,0.000125166,8.64E-05,6.78E-05,0.00013,3.92E-05,0.000140972,0.000124239,0.000179985,0.00017725,0.000161345,0.000117954,8.84E-05,0.000138633,0.000141554,0,0.000138216,8.61E-05,0.000105546,0.000112854,9.8E-05,0.000115671,0.00010518,0.000125106,0.000117851,7.6E-05,7.88E-05
K01681,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,ACO acnA; aconitate hydratase,0.000452004,0.000566488,0.00044415,0.000367513,0.000286596,0.000461047,0.000490006,0.000465254,0.000519352,0.000501783,0.000503402,0.000471324,0.000484309,0.000504043,0,0.00034427,0.000410479,0.000521246,0.000623827,0.000508047,0.000483594,0.000502217,0.000416432,0.000524308,0.000506015,0.00052385
K01682,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase,1.82E-05,4.02E-06,1.98E-05,5.06E-06,1E-05,0,2.86E-06,2.12E-06,0,8.32E-06,0,0,0,0,0,1.76E-05,5.77E-06,8.8E-06,0,0,0,0,2.55E-06,1.03E-05,0,0
K01684,Carbohydrate metabolism,Galactose_metabolism,dgoD; galactonate dehydratase,9.38E-05,5.83E-05,7.45E-05,7.31E-05,2.41E-05,5.71E-05,8.84E-05,0.000177719,5.92E-05,6.4E-05,2.2E-05,8.14E-05,0.000144074,9.64E-05,0,6.38E-05,9.07E-05,0.000148998,0,0.000217806,0.000130678,0.000104157,7.94E-05,4.84E-05,4.62E-05,3.86E-05
K01685,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,uxaA; altronate hydrolase,0.000270315,0.000411651,0.000244558,0.000229747,9.63E-05,0.000336143,0.000393143,0.000456348,0.000189606,0.000303704,0.000255501,0.000259695,0.000382664,0.000451018,0,0.000195813,0.000257315,0.000484614,0.000477288,0.000577023,0.000430609,0.000472031,0.000302899,0.000435476,0.000395088,0.000292947
