"","from","to","from_name","from_abundance","to_name","to_abundance"
"1",1,2,"K01623",0.000136044055555556,"K00128",0.000280396666666667
"2",1,5,"K01623",0.000136044055555556,"K00002",8.43693888888889e-05
"3",1,12,"K01623",0.000136044055555556,"K00134",0.000719048111111111
"4",1,13,"K01623",0.000136044055555556,"K01803",0.000851127777777778
"5",1,14,"K01623",0.000136044055555556,"K00850",0.00168354444444444
"6",1,15,"K01623",0.000136044055555556,"K03841",1.70138844444444e-05
"7",1,31,"K01623",0.000136044055555556,"K00150",1.93599e-05
"8",1,32,"K01623",0.000136044055555556,"K00131",1.71441288888889e-05
"9",1,34,"K01623",0.000136044055555556,"K03738",6.75374555555556e-05
"10",1,36,"K01623",0.000136044055555556,"K00918",3.66556666666667e-06
"11",1,50,"K01623",0.000136044055555556,"K01625",0.000513805333333333
"12",1,53,"K01623",0.000136044055555556,"K01619",0.000768499333333333
"13",1,55,"K01623",0.000136044055555556,"K00615",0.00202825444444444
"14",1,70,"K01623",0.000136044055555556,"K00616",0.000614707555555556
"15",1,71,"K01623",0.000136044055555556,"K01621",5.63794888888889e-05
"16",1,91,"K01623",0.000136044055555556,"K00011",8.25665e-05
"17",1,110,"K01623",0.000136044055555556,"K01629",0.000245416222222222
"18",1,113,"K01623",0.000136044055555556,"K02768",0.000497182222222222
"19",1,132,"K01623",0.000136044055555556,"K00895",8.47369444444444e-05
"20",1,133,"K01623",0.000136044055555556,"K00882",0.000579209
"21",1,150,"K01623",0.000136044055555556,"K01635",2.654066e-05
"22",1,151,"K01623",0.000136044055555556,"K01631",2.70453888888889e-05
"23",1,474,"K01623",0.000136044055555556,"K00149",1.35868222222222e-06
"24",1,532,"K01623",0.000136044055555556,"K12673",4.34566666666667e-07
"25",1,617,"K01623",0.000136044055555556,"K01626",0.000474188444444445
"26",1,798,"K01623",0.000136044055555556,"K00863",1.97770755555556e-05
"27",1,814,"K01623",0.000136044055555556,"K03339",3.27135666666667e-06
"28",1,817,"K01623",0.000136044055555556,"K00105",6.01549222222222e-06
"29",1,821,"K01623",0.000136044055555556,"K00057",0.000705999777777778
"30",1,822,"K01623",0.000136044055555556,"K00111",0.000373376444444444
"31",1,834,"K01623",0.000136044055555556,"K00096",0.000153030822222222
"32",1,847,"K01623",0.000136044055555556,"K01734",0.00103550066666667
"33",1,971,"K01623",0.000136044055555556,"K01632",3.95575111111111e-05
"34",1,996,"K01623",0.000136044055555556,"K01662",0.000666496111111111
"35",1,1007,"K01623",0.000136044055555556,"K08681",0.000376895333333333
"36",1,1008,"K01623",0.000136044055555556,"K06215",0.000302915888888889
"37",1,1013,"K01623",0.000136044055555556,"K03472",4.83791555555556e-06
"38",1,1018,"K01623",0.000136044055555556,"K03517",0.000453403
"39",1,1208,"K01623",0.000136044055555556,"K01624",0.00112444077777778
"40",1,1209,"K01623",0.000136044055555556,"K01622",4.90311555555556e-06
"41",1,1216,"K01623",0.000136044055555556,"K02446",4.86263111111111e-05
"42",1,1217,"K01623",0.000136044055555556,"K04041",0.000381783555555556
"43",1,1223,"K01623",0.000136044055555556,"K13810",4.95405555555556e-07
"44",1,1256,"K01623",0.000136044055555556,"K02769",0.000448358666666667
"45",1,1257,"K01623",0.000136044055555556,"K02770",0.000387176666666667
"46",1,1273,"K01623",0.000136044055555556,"K08302",0.000139705488888889
"47",1,1452,"K01623",0.000136044055555556,"K03856",0.000451172555555556
"48",1,1453,"K01623",0.000136044055555556,"K13853",1.66463488888889e-05
"49",1,1507,"K01623",0.000136044055555556,"K05878",0.000176500611111111
"50",1,1508,"K01623",0.000136044055555556,"K05879",0.000181043855555556
"51",1,1514,"K01623",0.000136044055555556,"K00112",2.80406433333333e-05
"52",1,1515,"K01623",0.000136044055555556,"K00113",3.71082444444444e-05
"53",2,1,"K00128",0.000280396666666667,"K01623",0.000136044055555556
"54",2,3,"K00128",0.000280396666666667,"K01905",1.42334888888889e-06
"55",2,4,"K00128",0.000280396666666667,"K00129",4.15261555555556e-06
"56",2,5,"K00128",0.000280396666666667,"K00002",8.43693888888889e-05
"57",2,24,"K00128",0.000280396666666667,"K00382",0.000309065777777778
"58",2,30,"K00128",0.000280396666666667,"K04022",2.00196e-06
"59",2,34,"K00128",0.000280396666666667,"K03738",6.75374555555556e-05
"60",2,35,"K00128",0.000280396666666667,"K01895",0.0001825655
"61",2,38,"K00128",0.000280396666666667,"K00174",0.000325772955555556
"62",2,39,"K00128",0.000280396666666667,"K00164",1.75640311111111e-05
"63",2,40,"K00128",0.000280396666666667,"K00658",5.17296777777778e-05
"64",2,42,"K00128",0.000280396666666667,"K00031",0.000445264444444444
"65",2,43,"K00128",0.000280396666666667,"K00030",0.000141947622222222
"66",2,91,"K00128",0.000280396666666667,"K00011",8.25665e-05
"67",2,177,"K00128",0.000280396666666667,"K01706",1.57054744444444e-05
"68",2,313,"K00128",0.000280396666666667,"K01431",1.14155111111111e-06
"69",2,343,"K00128",0.000280396666666667,"K00814",5.60601111111111e-07
"70",2,346,"K00128",0.000280396666666667,"K00264",1.31534222222222e-05
"71",2,347,"K00128",0.000280396666666667,"K00260",1.32846911111111e-05
"72",2,348,"K00128",0.000280396666666667,"K00261",4.64881888888889e-05
"73",2,349,"K00128",0.000280396666666667,"K00262",0.000656192888888889
"74",2,350,"K00128",0.000280396666666667,"K01580",0.000103099777777778
"75",2,363,"K00128",0.000280396666666667,"K00018",0.000463154555555556
"76",2,367,"K00128",0.000280396666666667,"K00613",1.45855544444444e-05
"77",2,383,"K00128",0.000280396666666667,"K00274",3.12603333333333e-06
"78",2,414,"K00128",0.000280396666666667,"K01738",0.000936459555555556
"79",2,416,"K00128",0.000280396666666667,"K12339",3.16808555555555e-05
"80",2,436,"K00128",0.000280396666666667,"K00822",3.36384444444444e-06
"81",2,470,"K00128",0.000280396666666667,"K01655",7.55328333333333e-05
"82",2,474,"K00128",0.000280396666666667,"K00149",1.35868222222222e-06
"83",2,501,"K00128",0.000280396666666667,"K12255",8.55243333333333e-07
"84",2,518,"K00128",0.000280396666666667,"K09473",1.05745444444444e-06
"85",2,527,"K00128",0.000280396666666667,"K08660",2.71133222222222e-05
"86",2,568,"K00128",0.000280396666666667,"K01666",0.000152853055555556
"87",2,591,"K00128",0.000280396666666667,"K01561",3.65444777777778e-06
"88",2,592,"K00128",0.000280396666666667,"K01560",0.000146368033333333
"89",2,608,"K00128",0.000280396666666667,"K00132",3.01567666666667e-05
"90",2,612,"K00128",0.000280396666666667,"K04103",2.28495444444444e-06
"91",2,632,"K00128",0.000280396666666667,"K00812",0.000277783111111111
"92",2,633,"K00128",0.000280396666666667,"K01918",0.000364599111111111
"93",2,634,"K00128",0.000280396666666667,"K01579",0.000575677
"94",2,640,"K00128",0.000280396666666667,"K00925",0.000747471222222222
"95",2,643,"K00128",0.000280396666666667,"K06193",8.46704e-05
"96",2,644,"K00128",0.000280396666666667,"K05306",9.82374555555555e-05
"97",2,823,"K00128",0.000280396666666667,"K03735",4.00942777777778e-05
"98",2,865,"K00128",0.000280396666666667,"K01026",0.000100257344444444
"99",2,873,"K00128",0.000280396666666667,"K13953",4.87743444444444e-05
"100",2,882,"K00128",0.000280396666666667,"K01913",1.31874466666667e-05
"101",2,889,"K00128",0.000280396666666667,"K00015",3.52752111111111e-05
"102",2,891,"K00128",0.000280396666666667,"K00050",0.000112809255555556
"103",2,892,"K00128",0.000280396666666667,"K00042",0.000118009377777778
"104",2,902,"K00128",0.000280396666666667,"K00284",0.000165362333333333
"105",2,929,"K00128",0.000280396666666667,"K00109",1.38607333333333e-05
"106",2,955,"K00128",0.000280396666666667,"K00121",2.06129155555556e-05
"107",2,1187,"K00128",0.000280396666666667,"K00823",2.67931866666667e-05
"108",2,1190,"K00128",0.000280396666666667,"K00811",0.000169976411111111
"109",2,1208,"K00128",0.000280396666666667,"K01624",0.00112444077777778
"110",2,1209,"K00128",0.000280396666666667,"K01622",4.90311555555556e-06
"111",2,1210,"K00128",0.000280396666666667,"K13980",7.2753e-07
"112",2,1211,"K00128",0.000280396666666667,"K13954",9.81179333333333e-05
"113",2,1212,"K00128",0.000280396666666667,"K00001",0.000666015111111111
"114",2,1213,"K00128",0.000280396666666667,"K04072",0.000298567666666667
"115",2,1239,"K00128",0.000280396666666667,"K00175",0.000373144866666667
"116",2,1240,"K00128",0.000280396666666667,"K00177",0.000241766788888889
"117",2,1241,"K00128",0.000280396666666667,"K00176",0.000484966555555556
"118",2,1377,"K00128",0.000280396666666667,"K13799",6.90584888888889e-06
"119",2,1382,"K00128",0.000280396666666667,"K00813",9.20687888888889e-06
"120",2,1383,"K00128",0.000280396666666667,"K11358",0.000421730888888889
"121",2,1384,"K00128",0.000280396666666667,"K14260",0.000224787444444444
"122",2,1385,"K00128",0.000280396666666667,"K00265",0.000121199155555556
"123",2,1386,"K00128",0.000280396666666667,"K00266",0.000999153888888889
"124",2,1387,"K00128",0.000280396666666667,"K07250",5.19373222222222e-05
"125",2,1389,"K00128",0.000280396666666667,"K00865",0.000410241777777778
"126",2,1400,"K00128",0.000280396666666667,"K12972",5.47589666666667e-05
"127",2,1448,"K00128",0.000280396666666667,"K04073",8.57933333333333e-07
"128",2,1449,"K00128",0.000280396666666667,"K04021",6.69479777777778e-06
"129",2,1516,"K00128",0.000280396666666667,"K03736",3.06749366666667e-05
"130",2,1517,"K00128",0.000280396666666667,"K04019",2.10133133333333e-05
"131",3,2,"K01905",1.42334888888889e-06,"K00128",0.000280396666666667
"132",3,4,"K01905",1.42334888888889e-06,"K00129",4.15261555555556e-06
"133",3,6,"K01905",1.42334888888889e-06,"K00163",8.98120777777778e-06
"134",3,7,"K01905",1.42334888888889e-06,"K00627",8.96432e-05
"135",3,24,"K01905",1.42334888888889e-06,"K00382",0.000309065777777778
"136",3,33,"K01905",1.42334888888889e-06,"K00169",0.000136010066666667
"137",3,35,"K01905",1.42334888888889e-06,"K01895",0.0001825655
"138",3,46,"K01905",1.42334888888889e-06,"K01647",0.000673588555555555
"139",3,48,"K01905",1.42334888888889e-06,"K01643",8.73136222222222e-05
"140",3,140,"K01905",1.42334888888889e-06,"K00100",0.00191809666666667
"141",3,187,"K01905",1.42334888888889e-06,"K00648",0.000651341222222222
"142",3,188,"K01905",1.42334888888889e-06,"K00668",2.5148e-07
"143",3,193,"K01905",1.42334888888889e-06,"K11533",1.75504666666667e-05
"144",3,194,"K01905",1.42334888888889e-06,"K01961",0.000390496777777778
"145",3,204,"K01905",1.42334888888889e-06,"K00249",3.08110555555556e-05
"146",3,207,"K01905",1.42334888888889e-06,"K00626",0.000328145444444444
"147",3,208,"K01905",1.42334888888889e-06,"K00632",1.76600655555556e-05
"148",3,215,"K01905",1.42334888888889e-06,"K01641",2.31696333333333e-05
"149",3,356,"K01905",1.42334888888889e-06,"K11262",2.09334444444444e-07
"150",3,414,"K01905",1.42334888888889e-06,"K01738",0.000936459555555556
"151",3,416,"K01905",1.42334888888889e-06,"K12339",3.16808555555555e-05
"152",3,433,"K01905",1.42334888888889e-06,"K01965",1.07324522222222e-05
"153",3,434,"K01905",1.42334888888889e-06,"K00140",4.04074888888889e-05
"154",3,443,"K01905",1.42334888888889e-06,"K09011",6.79693111111111e-05
"155",3,447,"K01905",1.42334888888889e-06,"K01649",0.000600377777777778
"156",3,470,"K01905",1.42334888888889e-06,"K01655",7.55328333333333e-05
"157",3,474,"K01905",1.42334888888889e-06,"K00149",1.35868222222222e-06
"158",3,602,"K01905",1.42334888888889e-06,"K07823",1.91327888888889e-06
"159",3,608,"K01905",1.42334888888889e-06,"K00132",3.01567666666667e-05
"160",3,636,"K01905",1.42334888888889e-06,"K13788",2.49329333333333e-05
"161",3,640,"K01905",1.42334888888889e-06,"K00925",0.000747471222222222
"162",3,643,"K01905",1.42334888888889e-06,"K06193",8.46704e-05
"163",3,753,"K01905",1.42334888888889e-06,"K10817",2.74977777777778e-07
"164",3,856,"K01905",1.42334888888889e-06,"K00656",0.000735874555555556
"165",3,860,"K01905",1.42334888888889e-06,"K01638",5.12486888888889e-06
"166",3,864,"K01905",1.42334888888889e-06,"K01067",0.000115676344444444
"167",3,865,"K01905",1.42334888888889e-06,"K01026",0.000100257344444444
"168",3,866,"K01905",1.42334888888889e-06,"K01962",0.000352542333333333
"169",3,869,"K01905",1.42334888888889e-06,"K04020",4.69507444444444e-06
"170",3,904,"K01905",1.42334888888889e-06,"K03518",0.000743449555555555
"171",3,907,"K01905",1.42334888888889e-06,"K00932",2.31145e-06
"172",3,911,"K01905",1.42334888888889e-06,"K01908",1.87548888888889e-06
"173",3,913,"K01905",1.42334888888889e-06,"K01659",1.35297477777778e-05
"174",3,915,"K01905",1.42334888888889e-06,"K13923",7.87948888888889e-05
"175",3,960,"K01905",1.42334888888889e-06,"K00625",0.000575385666666667
"176",3,973,"K01905",1.42334888888889e-06,"K02160",0.000448141888888889
"177",3,978,"K01905",1.42334888888889e-06,"K03737",0.000414040777777778
"178",3,979,"K01905",1.42334888888889e-06,"K00198",0.000106682688888889
