ID,High_c
K03738,5.75948E-05
K03566,5.77896E-05
K07659,5.80236E-05
K03980,5.8221E-05
K09155,5.8222E-05
K00082,5.83647E-05
K02041,5.83977E-05
K09516,5.84028E-05
K05794,5.84694E-05
K09979,5.8478E-05
K01222,5.84964E-05
K06864,5.85493E-05
K03429,5.86538E-05
K01879,5.8694E-05
K03215,5.88054E-05
K02044,5.89344E-05
K01029,5.90639E-05
K04014,5.90802E-05
K09924,5.91107E-05
K01322,5.92872E-05
K06144,5.93058E-05
K07141,5.94122E-05
K08660,5.94224E-05
K00758,5.95078E-05
K09972,5.95696E-05
K11892,5.96255E-05
K12266,5.97526E-05
K07109,5.97777E-05
K07504,5.97782E-05
K13004,5.97879E-05
K10126,5.98567E-05
K07070,6.01007E-05
K02199,6.01293E-05
K06195,6.01585E-05
K03833,6.01652E-05
K03820,6.03278E-05
K06904,6.03321E-05
K02200,6.03894E-05
K03335,6.03897E-05
K10010,6.04002E-05
K09698,6.04366E-05
K07670,6.05173E-05
K05589,6.06171E-05
K03611,6.06457E-05
K01865,6.08393E-05
K02411,6.08805E-05
K12983,6.09042E-05
K09769,6.11692E-05
K03815,6.13299E-05
K06017,6.14147E-05
K09022,6.14748E-05
K10004,6.14835E-05
K01414,6.16671E-05
K03389,6.17774E-05
K03722,6.18962E-05
K02458,6.19843E-05
K09770,6.20695E-05
K03841,6.21239E-05
K11719,6.2215E-05
K00690,6.22876E-05
K07357,6.24771E-05
K00520,6.25545E-05
K06149,6.26265E-05
K00313,6.26714E-05
K00383,6.27736E-05
K11107,6.28688E-05
K07749,6.30796E-05
K07502,6.31103E-05
K08322,6.31503E-05
K01139,6.31681E-05
K05685,6.31714E-05
K00394,6.3192E-05
K03415,6.32785E-05
K03774,6.33127E-05
K08323,6.34224E-05
K00390,6.34268E-05
K01042,6.34365E-05
K13626,6.34388E-05
K07714,6.34593E-05
K00627,6.34633E-05
K07813,6.34789E-05
K03388,6.36305E-05
K03480,6.3781E-05
K09158,6.38376E-05
K13542,6.38536E-05
K10026,6.3932E-05
K00294,6.39566E-05
K00371,6.42006E-05
K04088,6.43834E-05
K01039,6.43836E-05
K01494,6.43922E-05
K00060,6.44023E-05
K02575,6.45282E-05
K12503,6.46515E-05
K00364,6.47914E-05
K01557,6.48061E-05
K02454,6.504E-05
K01739,6.50558E-05
K08992,6.51169E-05
K05809,6.51674E-05
K00824,6.51876E-05
K06205,6.52364E-05
K09788,6.54242E-05
K07662,6.54509E-05
K00096,6.55291E-05
K07482,6.57115E-05
K04015,6.57735E-05
K03667,6.58227E-05
K03824,6.60327E-05
K03855,6.60479E-05
K02839,6.61679E-05
K01133,6.61865E-05
K03721,6.62311E-05
K00832,6.63442E-05
K07076,6.65074E-05
K00065,6.65233E-05
K00002,6.65248E-05
K03117,6.67814E-05
K09692,6.68428E-05
K00389,6.68941E-05
K02456,6.69533E-05
K03688,6.7269E-05
K03735,6.74224E-05
K00980,6.74638E-05
K03764,6.74809E-05
K07733,6.75224E-05
K09897,6.75821E-05
K00972,6.76567E-05
K07489,6.77148E-05
K00632,6.77755E-05
K00245,6.78357E-05
K03297,6.7931E-05
K04061,6.7954E-05
K03599,6.80951E-05
K06403,6.82377E-05
K03146,6.82409E-05
K13017,6.82842E-05
K04027,6.83712E-05
K03475,6.84087E-05
K03720,6.84088E-05
K07679,6.86246E-05
K01232,6.87913E-05
K00020,6.88627E-05
K01589,6.90035E-05
K10778,6.91994E-05
K02763,6.92036E-05
K02764,6.92036E-05
K02765,6.92036E-05
K05814,6.92443E-05
K13821,6.92941E-05
K02082,6.94188E-05
K03089,6.94222E-05
K04024,6.94474E-05
K02053,6.99053E-05
K02851,7.02624E-05
K00113,7.03012E-05
K03179,7.04068E-05
K09904,7.0443E-05
K02417,7.05124E-05
K06978,7.07104E-05
K07644,7.07211E-05
K00590,7.07485E-05
K09759,7.07771E-05
K01496,7.07918E-05
K08311,7.08222E-05
K06395,7.09103E-05
K13641,7.10732E-05
K10200,7.12001E-05
K05364,7.12384E-05
K07345,7.12389E-05
K03390,7.14563E-05
K01226,7.16038E-05
K07664,7.17806E-05
K10844,7.22178E-05
K12339,7.23221E-05
K01826,7.24261E-05
K02077,7.25284E-05
K09773,7.27483E-05
K00561,7.31735E-05
K07684,7.33292E-05
K01910,7.33374E-05
K07455,7.3424E-05
K02226,7.37503E-05
K03972,7.37593E-05
K03831,7.37684E-05
K06867,7.39601E-05
K00889,7.40325E-05
K02103,7.40409E-05
K12068,7.42694E-05
K05895,7.43993E-05
K02773,7.44242E-05
K13685,7.46859E-05
K09898,7.49496E-05
K01917,7.49773E-05
K10119,7.51391E-05
K06410,7.51634E-05
K02446,7.52995E-05
K05796,7.53301E-05
K02533,7.54505E-05
K02822,7.54542E-05
K02421,7.5464E-05
K08177,7.55779E-05
K07339,7.56148E-05
K01478,7.56268E-05
K02047,7.56392E-05
K12452,7.57759E-05
K00588,7.59404E-05
K07459,7.60139E-05
K09767,7.60838E-05
K02502,7.61355E-05
K02256,7.64215E-05
K06382,7.65086E-05
K10117,7.66473E-05
K00169,7.66964E-05
K11907,7.67176E-05
K03412,7.68223E-05
K07343,7.69864E-05
K01208,7.70068E-05
K03410,0.000077081
K01160,7.71398E-05
K01299,7.72852E-05
K02919,7.72961E-05
K06726,7.73228E-05
K03649,7.75739E-05
K09974,7.76019E-05
K03407,7.76158E-05
K12940,7.77181E-05
K02810,7.77185E-05
K02809,7.77185E-05
K06887,7.77808E-05
K01136,7.78335E-05
K01376,7.79596E-05
K02401,7.80712E-05
K00997,7.81305E-05
K03300,7.83507E-05
K05800,7.84272E-05
K09925,7.84766E-05
K06956,7.85696E-05
K00127,7.86567E-05
K07217,7.87357E-05
K09896,7.9016E-05
K02237,7.92743E-05
K07032,7.93651E-05
K06143,7.95563E-05
K05786,7.95744E-05
K03658,7.95755E-05
K03837,7.96511E-05
K02439,7.97548E-05
K05341,8.01596E-05
K07315,8.02517E-05
K12343,8.02872E-05
K09803,8.03197E-05
K11176,8.04345E-05
K06016,8.09006E-05
K02195,8.09192E-05
K01849,8.09253E-05
K06393,8.09523E-05
K09001,8.11389E-05
K01916,8.12972E-05
K00246,8.13169E-05
K06392,8.18289E-05
K06413,8.18951E-05
K00282,8.20208E-05
K03272,0.000082067
K13006,8.26564E-05
K14534,8.26855E-05
K01007,8.27206E-05
K01112,8.28701E-05
K01286,8.29323E-05
K03767,8.29477E-05
K02412,8.31268E-05
K01746,8.32389E-05
K06397,8.33442E-05
K09802,8.34751E-05
K01816,8.3673E-05
K06218,8.36932E-05
K02388,8.37116E-05
K07084,0.000083754
K00575,8.38561E-05
K01611,8.39226E-05
K14415,8.4046E-05
K06387,8.43525E-05
K01779,8.44587E-05
K01464,8.45589E-05
K00104,8.45918E-05
K02279,8.46031E-05
K08321,8.51459E-05
K05882,8.55617E-05
K13288,8.55637E-05
K06910,8.56647E-05
K01753,8.59935E-05
K10852,8.60513E-05
K02652,8.61942E-05
K06987,8.62859E-05
K02198,8.62968E-05
K02798,8.64264E-05
K02774,8.65105E-05
K02398,8.67018E-05
K02054,8.67024E-05
K07130,8.67537E-05
K07112,8.6864E-05
K03557,8.68777E-05
K06133,8.73871E-05
K00124,8.74153E-05
K06381,8.74954E-05
K14414,8.80919E-05
K06408,8.81265E-05
K06012,8.82432E-05
K01841,8.83312E-05
K01305,8.83674E-05
K00353,8.85271E-05
K09952,8.85811E-05
K02045,8.86098E-05
K02408,8.87845E-05
K07678,8.90236E-05
K09459,8.90432E-05
K03620,8.91463E-05
K05815,8.94807E-05
K01058,8.97096E-05
K04034,8.98046E-05
K03087,8.99012E-05
K09121,8.99248E-05
K01419,8.99866E-05
K06907,0.000090084
K02793,9.05937E-05
K01449,9.05956E-05
K00042,9.07267E-05
K01162,9.09324E-05
K07448,9.1026E-05
K03317,9.10631E-05
K03604,9.10755E-05
K06898,9.1169E-05
K12941,9.13078E-05
K07160,9.13166E-05
K03411,9.16654E-05
K02379,9.16773E-05
K04760,9.17307E-05
K07559,9.17329E-05
K02825,9.18529E-05
K01078,9.20551E-05
K02584,9.2142E-05
K01848,9.25865E-05
K00674,9.26455E-05
K00230,9.27674E-05
K01666,9.28197E-05
K01247,9.287E-05
K07796,9.29068E-05
K10806,9.29551E-05
K04087,9.31215E-05
K02407,9.31366E-05
K03274,9.35629E-05
K03673,9.36198E-05
K00879,9.36415E-05
K03444,9.37209E-05
K10671,9.37995E-05
K10672,9.37995E-05
K06212,9.39234E-05
K02791,9.40208E-05
K02790,9.40208E-05
K02396,9.40219E-05
K03186,9.42428E-05
K03790,9.44661E-05
K10118,9.45302E-05
K07722,9.47354E-05
K13628,9.4915E-05
K01750,9.54152E-05
K01266,9.54952E-05
K08567,9.54995E-05
K07321,9.57132E-05
K13051,9.57846E-05
K01958,9.58027E-05
K03319,9.58853E-05
K00283,9.5896E-05
K02348,9.6004E-05
K02588,9.60116E-05
K02046,9.62806E-05
K07474,9.66272E-05
K01596,9.66607E-05
K02416,9.68249E-05
K02395,9.68617E-05
K01560,9.73456E-05
K07248,9.75923E-05
K02492,9.77242E-05
K02779,9.78397E-05
K02410,9.78795E-05
K10039,9.79708E-05
K00996,9.79852E-05
K12527,9.80148E-05
K05847,9.80303E-05
K13018,9.82022E-05
K03098,9.84941E-05
K04656,9.85525E-05
K01822,9.86562E-05
K03182,9.86955E-05
K08602,9.88801E-05
K05305,9.90816E-05
K07047,9.91598E-05
K02653,9.99845E-05
K02405,0.000100017
K07776,0.000100565
K02760,0.000100663
K01684,0.000100891
K06006,0.000102138
K07792,0.000102317
K02017,0.00010241
K01488,0.000102612
K09954,0.000102755
K07571,0.000102914
K03750,0.000103005
K03830,0.000103067
K03325,0.000103077
K09935,0.000103247
K02821,0.000103267
K00547,0.000103365
K07347,0.000103656
K00532,0.000103849
K06909,0.000104018
K02843,0.000104164
K14260,0.000104196
K06390,0.000104438
K01760,0.000104443
K02007,0.000104689
K00064,0.000104887
K02556,0.000105244
K00219,0.000105581
K07031,0.000105596
K07397,0.000106051
K01304,0.000106181
K07663,0.000106198
K00917,0.000106536
K05945,0.000106541
K07115,0.000106698
K03610,0.000106992
K09973,0.000108473
K02160,0.000108868
K05799,0.000109264
K08252,0.000109615
K01026,0.000109973
K07712,0.000110071
K05878,0.00011016
K06189,0.000110582
K11381,0.000110639
K03446,0.000110843
K06915,0.000110915
K06079,0.000111585
K07406,0.000111658
K02746,0.000111879
K09936,0.000112603
K06281,0.000112755
K05879,0.000113027
K02419,0.000113451
K02420,0.000113712
K02771,0.000113863
K02778,0.000114008
K02558,0.000114719
K14058,0.000114981
K03074,0.000115479
K06859,0.000115699
K00428,0.000115699
K02400,0.000116349
K04031,0.000116442
K02566,0.000116511
K01878,0.000116728
K01679,0.000116935
K03640,0.000117095
K02431,0.000117113
K06282,0.000117584
K04081,0.000117688
K07481,0.000117853
K02048,0.000118815
K02441,0.000118982
K03707,0.000119351
K04072,0.000119401
K02387,0.000119437
K02444,0.000119443
K05845,0.00011954
K02794,0.00011965
K01256,0.000120522
K13990,0.000120913
K11921,0.000121169
K07498,0.000121875
K10036,0.000121931
K07467,0.0001221
K00050,0.000122344
K03484,0.000123122
K05985,0.00012323
K12510,0.000123569
K07000,0.000123762
K11104,0.000124353
K06385,0.000124406
K07012,0.000124593
K06940,0.000124732
K06967,0.000124812
K10819,0.000125049
K03931,0.000125182
K07584,0.000125325
K00128,0.000125574
K00697,0.00012566
K10188,0.000125777
K05795,0.00012621
K07062,0.000126658
K03927,0.000126825
K06902,0.0001269
K03326,0.000127254
K01183,0.000127364
K01303,0.000127835
K02022,0.000127894
K01181,0.00012837
K08717,0.000128491
K03660,0.000128714
K02852,0.000129148
K02667,0.000129277
K07341,0.000130128
K00989,0.000130694
K02023,0.000130901
K07149,0.000131192
K06970,0.000131291
K02042,0.00013138
K07099,0.000131596
K04080,0.000131753
K08309,0.000132287
K07666,0.000132886
K00170,0.000133051
K01040,0.000133571
K06182,0.000133596
K05813,0.000133882
K03563,0.000134766
K02805,0.00013501
K07223,0.000135699
K07495,0.000135754
K07071,0.000135815
K03700,0.000135914
K00171,0.000136115
K02747,0.000136157
K01218,0.000136191
K03666,0.000136266
K01643,0.000136524
K05367,0.000136531
K06399,0.000136968
K03299,0.000137014
K11991,0.000137209
K01267,0.000137836
K01235,0.000138057
K06894,0.000138472
K01023,0.000138699
K00924,0.000139011
K04655,0.00013923
K07461,0.000139239
K01067,0.000139389
K05905,0.000139626
K07221,0.000140062
K05350,0.000140282
K03748,0.000140733
K07048,0.000141308
K13922,0.00014152
K00702,0.000141811
K00563,0.000142106
K02445,0.00014249
K00005,0.00014283
K01581,0.000142926
K13479,0.000142938
K03408,0.000143084
K01156,0.000143168
K01439,0.000143392
K01476,0.000143418
K01185,0.000143516
K07010,0.000143757
K02392,0.000144632
K00284,0.000144816
K00156,0.000144847
K03488,0.000144858
K00819,0.000144965
K07017,0.000145781
K05297,0.000146234
K08659,0.000146429
K07050,0.000146448
K08974,0.000146519
K01903,0.000146545
K01197,0.000146634
K03295,0.000146741
K07492,0.000147658
K01552,0.000148484
K03072,0.000148594
K07798,0.000148695
K07726,0.000148971
K01485,0.000149502
K00968,0.000149538
K07118,0.000150827
K03608,0.00015085
K01451,0.00015119
K10190,0.000151882
K01749,0.000152539
K03706,0.000153397
K02230,0.000153925
K09650,0.000154873
K02422,0.00015488
K04654,0.00015498
K01845,0.000155117
K00010,0.000155147
K03293,0.000155857
K03781,0.000156266
K10189,0.000156597
K03826,0.000156909
K13010,0.000157218
K07816,0.0001573
K00872,0.000157534
K06972,0.000157624
K07080,0.000157868
K03642,0.000157888
K07033,0.00015793
K03385,0.000158043
K06179,0.0001591
K03885,0.000159785
K02440,0.000159816
K04094,0.000159934
K03592,0.000160253
K03694,0.000161047
K02761,0.00016124
K09797,0.000161461
K01615,0.000162172
K08722,0.000162575
K06923,0.00016336
K03779,0.000163497
K02081,0.000165601
K07552,0.000165965
K10563,0.000166111
K01644,0.000166643
K09758,0.000166716
K08302,0.000166977
K01646,0.000167228
K13012,0.000167282
K03568,0.000167731
K01902,0.000168565
K05591,0.000168699
K01191,0.000169564
K07486,0.000170097
K01605,0.000170727
K06209,0.000170978
K02438,0.000171759
K00756,0.000171807
K02669,0.000171837
K08963,0.000171865
K10834,0.000172079
K02203,0.000172653
K04029,0.000173127
K00684,0.000173312
K01436,0.000173434
K06897,0.000173683
K01182,0.000174242
K06409,0.000174713
K01048,0.000175005
K00799,0.000175025
K01751,0.000175076
K01492,0.000175128
K06215,0.000175175
K03529,0.00017551
K09181,0.000176479
K09163,0.000176663
K02651,0.000176736
K02443,0.00017737
K05995,0.000177688
K04652,0.000178553
K03639,0.000178594
K08259,0.000178663
K01698,0.000178785
K08217,0.000178823
K07404,0.000179074
K02654,0.000180385
K07652,0.000180674
K07035,0.000180947
K05896,0.000181286
K01480,0.000181312
K02777,0.000181417
K00302,0.000182521
K02122,0.000183372
K06996,0.000183644
K01709,0.00018421
K00549,0.000184548
K08279,0.00018529
K03311,0.000185741
K01234,0.000186659
K00658,0.000186756
K07023,0.000187379
K03780,0.000187766
K07305,0.00018838
K02020,0.000188381
K06411,0.000188453
K03756,0.000188777
K01962,0.000188785
K03710,0.000189728
K00087,0.000190317
K01201,0.000190329
K02189,0.000190469
K11537,0.000190933
K01470,0.000191265
K09775,0.000191473
K01297,0.000191977
K07150,0.000192056
K01421,0.000192499
K03571,0.000192651
K05801,0.000193001
K02795,0.000193001
K03465,0.000193206
K12960,0.000193209
K01195,0.000193742
K08681,0.000193819
K08234,0.000194131
K09939,0.00019434
K01807,0.000195775
K03698,0.000195848
K07015,0.000196081
K00008,0.000196187
K07787,0.000196477
K05885,0.000196868
K03712,0.000197284
K03818,0.000197292
K03785,0.000197612
K03436,0.000197779
K04764,0.000199476
K02499,0.000199495
K10254,0.000199677
K09762,0.000199748
K12524,0.00020042
K00983,0.000201277
K11527,0.00020138
K03303,0.000201787
K02434,0.00020202
K01137,0.000202222
K00172,0.000202328
K02472,0.000202795
K06374,0.000202969
K00666,0.000202975
K00805,0.000203725
K06885,0.00020383
K03413,0.000204114
K01173,0.000205147
K02068,0.000205617
K02759,0.000206603
K00375,0.00020662
K06891,0.000207032
K00265,0.000207085
K01486,0.000207456
K13378,0.000207595
K10109,0.000208539
K04653,0.000208653
K07783,0.000209023
K01531,0.000209646
K04651,0.000209682
K01788,0.000209942
K09680,0.000210118
K09702,0.000210958
K03503,0.000211033
K02775,0.000211558
K10041,0.000211974
K07260,0.000212426
K01835,0.000212557
K00595,0.00021269
K04517,0.000213133
K02474,0.00021378
K07793,0.000213901
K07239,0.000214022
K04477,0.000214169
K08641,0.0002143
K08223,0.000214473
K06398,0.00021479
K06042,0.000214959
K07175,0.000215081
K06406,0.000215138
K07319,0.000215218
K04070,0.00021556
K03294,0.000215942
K00281,0.000216148
K09807,0.000217891
K02549,0.000217985
K11996,0.000217996
K01041,0.000218152
K06221,0.000219705
K02361,0.00021984
K03800,0.000220068
K03430,0.000221258
K11928,0.000222196
K04042,0.000222287
K07741,0.000222466
K00526,0.000222557
K00459,0.000222839
K01433,0.000223849
K00860,0.000223959
K07185,0.000223987
K06076,0.00022413
K10441,0.000224513
K02856,0.000224606
K02099,0.000225164
K07045,0.000225208
K03273,0.000225748
K05968,0.000225857
K01567,0.0002262
K00965,0.000226457
K06934,0.000226559
K01277,0.000226713
K08384,0.000226841
K01193,0.000226886
K11688,0.000227116
K06962,0.000227244
K06188,0.00022795
K10110,0.000228122
K01963,0.000228179
K07284,0.000228276
K00878,0.000228341
K01858,0.000228729
K07862,0.000230747
K10108,0.000230932
K02010,0.000230963
K00346,0.000232059
K07183,0.000232338
K06412,0.000232599
K00359,0.000232843
K07037,0.000233144
K00797,0.000233711
K01582,0.000234203
K01224,0.000234433
K14170,0.000235067
K00123,0.000236588
K06989,0.000236653
K01213,0.000236696
K07464,0.000236831
K07699,0.00023688
K07736,0.00023793
K00620,0.000238543
K02435,0.000238647
K02069,0.000238722
K09789,0.000238807
K07574,0.000239549
K01819,0.000239829
K00341,0.000239901
K01192,0.000240241
K00040,0.000240341
K03077,0.000240346
K08138,0.000241788
K01599,0.000241949
K03546,0.000242311
K10040,0.000242413
K07220,0.000242791
K08600,0.000243199
K05776,0.000244383
K01251,0.000244775
K00786,0.000244998
K01667,0.000245083
K03975,0.000245779
K04769,0.000245976
K08169,0.000246088
K01786,0.000247314
K00974,0.000247442
K03743,0.000247443
K02755,0.000247483
K01844,0.000247534
K00903,0.000247666
K01828,0.000248002
K09011,0.000248614
K03387,0.000248871
K02433,0.000248915
K01628,0.000249451
K06138,0.000249717
K02011,0.000250418
K09793,0.000250461
K00016,0.000250585
K09768,0.000251554
K03616,0.000251855
K02012,0.000252872
K10440,0.00025293
K13652,0.000253477
K07089,0.000253478
K13059,0.00025394
K09690,0.000254043
K01423,0.000254512
K06177,0.000255645
K00343,0.000255662
K01468,0.000256394
K07259,0.000256418
K02188,0.000256479
K00275,0.000256797
K03151,0.000257014
K07273,0.000257311
K01356,0.000257356
K02058,0.000257388
K01205,0.000257602
K03500,0.000257657
K04773,0.000257702
K01422,0.000258107
K00029,0.000258797
K05846,0.00025931
K02757,0.000259629
K02756,0.000259629
K01818,0.000259673
K06890,0.000260096
K07304,0.000260144
K00342,0.000260341
K02745,0.000260352
K02169,0.000260703
K00634,0.000260742
K00895,0.000260779
K03306,0.000261168
K03609,0.000261511
K00853,0.000261713
K07386,0.000261847
K06334,0.000261964
K03763,0.000261991
K01176,0.000263987
K01095,0.000264223
K01654,0.000264231
K00978,0.000264476
K02334,0.000264685
K12942,0.000264887
K03286,0.000264914
K02796,0.000264956
K07718,0.000265026
K07775,0.000265497
K02488,0.000265552
K12344,0.000265739
K00351,0.000266233
K01066,0.000266622
K02769,0.000267413
K02770,0.000267661
K00882,0.000267747
K01804,0.000267771
K03060,0.000268771
K01580,0.000269446
K03856,0.000269863
K06024,0.000270683
K01805,0.00027069
K07576,0.000271148
K06379,0.000271766
K08289,0.00027288
K05993,0.000273101
K10536,0.000273247
K03799,0.000273601
K07487,0.000274379
K01677,0.000274622
K08316,0.000274712
K01911,0.000274807
K03394,0.000274822
K01008,0.000274837
K04516,0.000274933
K03784,0.000275309
K06113,0.000275834
K01895,0.000276538
K01514,0.000276756
K07791,0.000276929
K11105,0.000277816
K14540,0.000277861
K01200,0.000278204
K04720,0.000278656
K03637,0.000279063
K01198,0.00027912
K01715,0.000279314
K00956,0.00027961
K00647,0.000279861
K11934,0.000280289
K02067,0.000280327
K00943,0.000280988
K01241,0.000281086
K05306,0.000282552
K00821,0.000282588
K01081,0.000282773
K01119,0.000283978
K02002,0.000284158
K01585,0.000284195
K02224,0.000284359
K00337,0.000284793
K03590,0.00028497
K00347,0.000285578
K03313,0.000285915
K06023,0.00028689
K08676,0.00028734
K01207,0.000287376
K06194,0.000289035
K07105,0.000289281
K02768,0.0002894
K02557,0.000290426
K03814,0.000290579
K09777,0.000290667
K00966,0.000291589
K03473,0.00029185
K02621,0.000291911
K06206,0.000291938
K06183,0.000292048
K01546,0.000292202
K01070,0.000292422
K01069,0.000292637
K13694,0.000292883
K01079,0.000293331
K01273,0.000293666
K06407,0.000295346
K07003,0.000295379
K07030,0.000296253
K02804,0.000296361
K08999,0.000296426
K03587,0.000296724
K01665,0.000297881
K05340,0.000298662
K01547,0.000298847
K09787,0.000299239
K03423,0.000299351
K02428,0.000299673
K00970,0.000300168
K07124,0.000300587
K07053,0.000300986
K07192,0.000301024
K13043,0.000301241
K01998,0.000301375
K08325,0.000301913
K03320,0.000302768
K05934,0.000303675
K04083,0.000304116
K10670,0.000304207
K11145,0.000304534
K01573,0.000305079
K01676,0.000305362
K00033,0.000305744
K02803,0.000305781
K01144,0.000305985
K12267,0.000306713
K00335,0.00030679
K09691,0.000307186
K03092,0.000307245
K00257,0.000307527
K00811,0.000307663
K03789,0.000307738
K03581,0.000307764
K01712,0.00030882
K07387,0.000310236
K02283,0.000310262
K06405,0.000311064
K02001,0.000311436
K01693,0.000312284
K07277,0.0003131
K09015,0.000314684
K01175,0.000315304
K01212,0.000315834
K03644,0.000316244
K03281,0.000316436
K03271,0.00031649
K01438,0.000316785
K01487,0.000317437
K02574,0.000318783
K07040,0.000318829
K08191,0.000320218
K03770,0.000321426
K02121,0.000321505
K01728,0.000321713
K00912,0.000322639
K01089,0.000322978
K02000,0.000323385
K07720,0.000324675
K02551,0.000325227
K00244,0.000325509
K02073,0.000326959
K02232,0.000327142
K03677,0.000327373
K03315,0.000327995
K00348,0.000328493
K00003,0.000328908
K06346,0.000330843
K01500,0.000331377
K00676,0.000331721
K12257,0.000331792
K02123,0.00033188
K01843,0.00033191
K01745,0.000332668
K05807,0.000333146
K06926,0.000333157
K04518,0.000333166
K08070,0.000333281
K03547,0.000333556
K01839,0.000333634
K06872,0.000333792
K02071,0.000333958
K11358,0.000334348
K11741,0.000334389
K09704,0.000335067
K00957,0.000335279
K01626,0.00033597
K01999,0.000336141
K02238,0.000336604
K01057,0.000337062
K06001,0.000337272
K00946,0.000337394
K01692,0.000337502
K08591,0.000337565
K03543,0.000337673
K00748,0.000338598
K13643,0.000339474
K00111,0.000340422
K00833,0.000341058
K02527,0.000341639
K00985,0.000341956
K00926,0.000343097
K10112,0.000343178
K02536,0.000344061
K02619,0.000344848
K01678,0.000345373
K07658,0.000345414
K00603,0.000348012
K06283,0.000349083
K07126,0.000349111
K06895,0.000349526
K12574,0.000349714
K07588,0.000349717
K07216,0.00034991
K03455,0.000349961
K04095,0.000350119
K02018,0.000352983
K01092,0.00035347
K00929,0.000354223
K01179,0.000354335
K00533,0.000354519
K00334,0.000354672
K05521,0.000355013
K07334,0.000355142
K00432,0.000355188
K01850,0.000355761
K01163,0.000355912
K02190,0.000356109
K02622,0.00035665
K09808,0.000356859
K07814,0.000357367
K01997,0.000357654
K07496,0.000358404
K00027,0.000358839
K12251,0.000359058
K10542,0.000359856
K00278,0.000360105
K00210,0.000360701
K00852,0.000360968
K01795,0.000360973
K08301,0.00036175
K03741,0.000362674
K00812,0.000363078
K00848,0.000363394
K06167,0.000363694
K02227,0.000363895
K01223,0.000364516
K10541,0.000364734
K00179,0.000364793
K07713,0.00036531
K08307,0.000365366
K11085,0.000365507
K01271,0.000365859
K08884,0.000366608
K00947,0.000367021
K00358,0.00036788
K02523,0.000368192
K07027,0.00036825
K05540,0.00036887
K00036,0.000369356
K07402,0.000369993
K03621,0.000370348
K07214,0.000370428
K00336,0.000370435
K01537,0.000370496
K03803,0.000370818
K00949,0.000371741
K00818,0.000372108
K05936,0.00037238
K00963,0.000373624
K09157,0.000375215
K00339,0.000375246
K06373,0.000375763
K11927,0.000375794
K11749,0.000376898
K02233,0.000377236
K09125,0.000377315
K07164,0.000377345
K03312,0.000379003
K03305,0.000379308
K03558,0.000380511
K02535,0.000380762
K05516,0.000381391
K09815,0.000382946
K00425,0.000383157
K07405,0.000383994
K07007,0.000384985
K00239,0.000386216
K01090,0.000386729
K03775,0.00038706
K01186,0.00038743
K02231,0.000387479
K01657,0.000387812
K01661,0.000387812
K01529,0.000387875
K08156,0.000388526
K02517,0.000388642
K02548,0.000389058
K03149,0.000389567
K03183,0.000390383
K03801,0.000390504
K01995,0.00039102
K07106,0.000391481
K09825,0.000392579
K07166,0.000392621
K01817,0.000393864
K01989,0.000394826
K01609,0.000395153
K04761,0.000396447
K00349,0.000396942
K00768,0.000397454
K02824,0.000400226
K01571,0.000400249
K01155,0.000400567
K07458,0.000402138
K03322,0.000402463
K01420,0.000402927
K03321,0.000403111
K07668,0.000403469
K05946,0.000404289
K00605,0.000405326
K02049,0.000405724
K00180,0.00040579
K03502,0.000405853
K00901,0.000406397
K06959,0.000406707
K03523,0.000406982
K06442,0.000407524
K06020,0.000408009
K01134,0.000408113
K05832,0.000408611
K04047,0.000409655
K01467,0.000410616
K03827,0.000413106
K02481,0.000413741
K00537,0.000414199
K00865,0.0004146
K10907,0.000415998
K03406,0.000416219
K07282,0.000417071
K09760,0.000418086
K11690,0.000418209
K03518,0.000421022
K09747,0.000423635
K00041,0.000424774
K03612,0.000424814
K00766,0.000425342
K03771,0.000427076
K00259,0.000427323
K01996,0.000427587
K03572,0.000427971
K01754,0.000428189
K03594,0.000430251
K00350,0.000430312
K00077,0.000430579
K00652,0.000431276
K03474,0.000431711
K03431,0.000432492
K01627,0.000433006
K08483,0.000433128
K03628,0.000433709
K07263,0.000433733
K09790,0.000433764
K01506,0.000434284
K00525,0.000434376
K03426,0.000435206
K02315,0.00043542
K13747,0.000435706
K00528,0.000436277
K07456,0.000436455
K00763,0.000437255
K05366,0.000437758
K03631,0.000437986
K03575,0.000438447
K07138,0.000438587
K01953,0.000438607
K03723,0.000439738
K02897,0.000440219
K07735,0.000440914
K04041,0.000442473
K01813,0.000443492
K00378,0.000444443
K00426,0.000444763
K01629,0.000445264
K07738,0.000445844
K05989,0.000446617
K07078,0.000446697
K02072,0.000448711
K01934,0.000449639
K07493,0.000449828
K00097,0.00045019
K01548,0.000451171
K01425,0.000451535
K01463,0.000452138
K02066,0.00045225
K07483,0.000452891
K04488,0.000453193
K07271,0.000453694
K01935,0.000453772
K03705,0.000453783
K00177,0.000455703
K00998,0.000457316
K03606,0.000458273
K03147,0.000458388
K02343,0.00045876
K12573,0.000460234
K02341,0.000460248
K03466,0.000461339
K03517,0.000462558
K02614,0.000463498
K01696,0.000464264
K03593,0.000465613
K07335,0.000465719
K03733,0.000466422
K06223,0.000466454
K07058,0.000467456
K00331,0.000468706
K06178,0.000469123
K02065,0.00046929
K01768,0.000469458
K01960,0.000469497
K03696,0.000469665
K00796,0.000470875
K13292,0.000471058
K07082,0.000471344
K03811,0.000471433
